"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"131","1978","3","Gujarat","Kheda","65.3","39.8","0.0","0.1","0.1","26.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.0","1.1","23.7","11.8","5.5"
"131","1979","3","Gujarat","Kheda","66.3","42.5","0.1","0.1","0.2","28.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.8","19.0","13.6","5.7"
"131","1980","3","Gujarat","Kheda","71.2","42.5","0.2","0.1","0.3","34.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.6","16.3","14.3","6.7"
"131","1981","3","Gujarat","Kheda","97.6","39.3","0.1","0.3","0.4","27.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.8","0.0","0.0","0.8","12.8","20.6","7.2"
"131","1982","3","Gujarat","Kheda","102.8","38.8","0.2","0.1","0.3","31.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.6","0.0","0.0","1.2","9.2","25.8","8.8"
"131","1983","3","Gujarat","Kheda","105.2","39.8","0.0","0.2","0.2","30.7","0.0","0.0","0.0","0.0","0.0","0.8","0.8","29.1","0.0","0.0","0.9","6.0","23.6","6.1"
"131","1984","3","Gujarat","Kheda","107.2","40.0","0.0","0.5","0.5","30.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.6","7.0","23.7","7.1"
"131","1985","3","Gujarat","Kheda","96.5","32.4","0.5","0.9","1.4","28.9","0.1","0.0","0.0","0.5","0.8","0.1","1.4","3.9","0.3","0.0","0.4","7.5","25.3","8.3"
"131","1986","3","Gujarat","Kheda","103.6","25.4","4.2","0.6","4.8","40.1","0.7","0.0","0.2","0.5","0.5","0.0","1.0","6.7","0.0","0.0","0.4","8.3","22.2","6.8"
"131","1987","3","Gujarat","Kheda","88.8","34.8","2.2","3.1","5.3","45.9","0.3","0.0","0.0","0.5","0.9","0.2","1.6","3.7","0.3","0.0","0.3","4.0","24.4","13.2"
"131","1988","3","Gujarat","Kheda","99.2","38.6","0.9","1.4","2.3","47.4","0.0","0.0","0.1","0.0","0.6","0.3","0.9","4.2","0.0","0.0","0.5","4.0","14.0","9.3"
"131","1989","3","Gujarat","Kheda","107.1","40.4","1.3","1.9","3.2","40.5","0.1","0.0","0.1","0.0","0.8","0.2","1.0","5.5","0.0","0.0","0.4","3.7","24.7","7.5"
"131","1990","3","Gujarat","Kheda","107.5","41.5","0.0","0.0","1.4","39.1","0.0","0.0","0.4","0.1","0.9","0.2","1.2","7.1","0.0","0.0","0.8","3.4","27.0","0.0"
"131","1991","3","Gujarat","Kheda","122.2","41.4","0.0","0.0","1.8","43.4","0.2","0.0","0.1","0.0","0.3","0.4","0.7","9.5","0.0","0.0","1.1","3.0","29.6","0.0"
"131","1992","3","Gujarat","Kheda","131.6","42.8","0.0","0.0","0.8","41.6","1.5","0.0","0.3","0.0","0.1","0.1","0.2","6.8","0.0","0.0","0.5","4.5","28.8","7.0"
"131","1993","3","Gujarat","Kheda","137.0","44.9","0.0","0.0","1.6","37.2","0.2","0.0","0.2","0.0","0.1","0.1","0.2","6.2","0.0","0.0","0.5","4.3","29.2","0.0"
"131","1994","3","Gujarat","Kheda","144.0","54.1","0.0","0.0","2.1","40.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.68"
"131","1995","3","Gujarat","Kheda","150.0","51.9","0.0","0.0","1.7","42.2","0.1","0.0","0.2","0.2","0.4","0.1","0.7","6.2","0.0","0.0","1.1","5.3","33.2","0.13"
"131","1996","3","Gujarat","Kheda","145.7","52.7","0.0","0.0","1.5","45.3","0.1","0.0","0.1","0.1","0.5","0.3","0.9","5.7","0.0","0.0","1.3","5.3","0.0","0.1"
"131","1997","3","Gujarat","Kheda","161.0","58.5","0.0","0.0","1.7","46.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"131","1998","3","Gujarat","Kheda","153.4","52.9","0.0","1.7","1.7","43.1","0.0","0.0","0.0","0.0","0.2","0.1","0.3","2.2","0.0","0.0","1.7","4.8","32.3","8.0"
"131","1999","3","Gujarat","Kheda","150.6","56.3","0.0","1.0","1.0","43.0","0.0","0.0","0.0","0.1","0.3","0.1","0.5","1.5","0.0","0.0","1.0","4.8","39.2","9.1"
"131","2000","3","Gujarat","Kheda","111.4","51.2","0.4","1.3","1.7","28.8","0.1","0.0","0.0","0.3","0.3","0.3","0.9","0.1","0.0","10.4","0.5","9.3","24.4","8.6"
"131","2001","3","Gujarat","Kheda","119.1","48.2","0.7","1.0","1.7","30.1","0.0","0.0","0.0","0.2","0.4","0.4","1.0","0.4","0.1","0.0","0.1","8.7","26.1","6.7"
"131","2002","3","Gujarat","Kheda","86.6","57.9","0.0","0.5","0.5","38.0","1.2","0.0","0.0","0.8","0.5","0.7","2.0","0.3","0.5","0.0","0.1","14.8","48.2","9.6"
"131","2003","3","Gujarat","Kheda","160.4","78.4","0.0","0.7","0.7","46.1","0.9","0.0","0.0","0.6","0.3","0.8","1.7","0.7","0.0","0.0","0.1","11.4","45.5","7.9"
"131","2004","3","Gujarat","Kheda","168.3","117.5","0.0","0.9","0.9","39.8","0.8","0.0","0.0","2.1","0.6","0.9","3.6","0.0","0.0","0.0","0.0","22.4","50.3","8.4"
"131","2005","3","Gujarat","Kheda","169.8","104.8","0.0","0.7","0.7","45.6","2.3","0.0","0.0","1.8","3.7","1.3","6.8","0.8","0.0","0.0","0.0","18.7","51.7","7.1"
"131","2006","3","Gujarat","Kheda","171.8","103.6","0.0","0.5","0.5","41.4","4.0","0.0","0.1","1.1","1.0","1.4","3.5","1.0","0.1","0.0","0.0","18.7","51.9","9.7"
"131","2007","3","Gujarat","Kheda","171.1","129.1","0.0","0.6","0.6","54.8","0.9","0.0","0.0","0.1","0.7","1.5","2.3","1.4","0.3","0.0","0.0","17.6","52.3","10.3"
"131","2008","3","Gujarat","Kheda","167.0","110.1","0.3","0.9","1.1","54.9","15.8","0.0","16.0","0.7","2.5","2.6","5.8","0.9","0.4","0.0","0.2","17.3","49.7","11.1"
"131","2009","3","Gujarat","Kheda","167.1","114.8","0.0","0.4","0.4","55.7","5.3","0.0","0.0","2.2","0.6","1.7","4.5","0.7","0.2","0.0","0.4","38.4","53.0","15.4"
"131","2010","3","Gujarat","Kheda","167.1","114.8","0.0","0.0","0.0","17.3","0.0","0.0","0.0","0.1","0.7","1.5","2.3","0.0","0.0","0.0","0.0","35.7","52.3","0.0"
"131","2011","3","Gujarat","Kheda","166.7","125.4","0.0","0.0","0.0","119.3","3.6","0.0","0.5","1.3","1.5","3.5","6.2","1.2","1.1","0.0","0.0","19.2","47.7","0.0"
"131","2014","3","Gujarat","Kheda","212.71","128.27","3.2","3.9","7.1","77.28","8.4","0.0","0.0","1.94","1.14","3.78","6.76","1.32","1.81","0.0","0.0","34.95","61.86","18.0"
"131","2015","3","Gujarat","Kheda","223.25","118.68","0.3","3.6","3.9","71.87","1.29","0.0","0.1","1.66","0.62","2.2","4.37","1.23","0.65","0.0","0.0","26.26","71.19","0.0"
"131","2016","3","Gujarat","Kheda","217.7","134.14","0.0","0.02","0.02","58.34","3.05","0.0","0.0","2.0","0.2","3.26","5.58","1.36","0.62","0.0","0.1","20.91","84.01","0.0"
"131","2017","3","Gujarat","Kheda","228.96","142.26","0.0","0.02","0.02","66.68","3.24","0.0","0.0","5.83","0.45","2.63","8.88","1.31","0.22","0.0","0.12","10.61","94.04","0.0"
"132","1966","3","Gujarat","Kutch","0.0","6.2","0.9","1.3","2.2","15.2","0.1","0.0","0.2","0.0","0.0","1.9","1.9","6.7","0.2","0.0","0.2","5.4","-1.0","1.9"
"132","1967","3","Gujarat","Kutch","0.0","11.6","1.3","2.6","3.9","15.6","0.1","0.0","0.6","0.0","0.0","0.1","0.1","8.9","0.0","0.0","0.2","4.9","-1.0","4.0"
"132","1968","3","Gujarat","Kutch","0.0","14.2","2.3","0.8","3.1","18.5","0.4","0.0","0.7","0.0","0.0","0.2","0.2","12.2","0.0","0.0","0.3","8.4","-1.0","4.6"
"132","1969","3","Gujarat","Kutch","0.0","13.5","1.2","1.9","3.1","17.1","0.0","0.0","1.0","0.0","0.0","0.4","0.4","12.5","0.1","0.0","0.5","6.5","-1.0","4.3"
"132","1970","3","Gujarat","Kutch","0.0","13.1","1.4","3.6","5.0","18.8","0.2","0.0","0.9","0.1","0.0","0.9","1.0","9.7","0.0","0.0","0.2","12.0","1.2","3.1"
"132","1971","3","Gujarat","Kutch","0.0","11.2","3.2","0.7","3.9","12.2","0.0","0.0","0.6","0.0","0.0","1.6","1.6","14.4","0.1","0.0","0.2","16.0","1.1","2.9"
"132","1972","3","Gujarat","Kutch","0.0","13.7","1.9","0.4","2.3","15.9","0.2","0.0","0.4","0.0","0.0","0.4","0.4","14.7","0.0","0.0","0.2","13.9","1.3","7.1"
"132","1973","3","Gujarat","Kutch","0.0","8.6","0.9","0.0","0.9","19.1","0.1","0.0","0.3","0.0","0.0","1.0","1.0","17.7","0.0","0.0","0.3","16.8","2.0","4.2"
"132","1974","3","Gujarat","Kutch","0.0","9.0","4.1","0.5","4.6","13.8","0.1","0.0","0.4","0.0","0.0","1.3","1.3","10.4","0.3","0.0","0.3","13.5","1.3","6.6"
"132","1975","3","Gujarat","Kutch","0.0","10.4","2.5","0.0","2.5","14.0","0.1","0.0","0.3","0.0","0.0","0.9","0.9","17.2","0.1","0.0","0.2","12.7","1.4","4.1"
"132","1976","3","Gujarat","Kutch","0.0","8.1","0.6","0.0","0.6","7.9","0.1","0.0","0.1","0.0","0.0","2.6","2.6","20.2","0.1","0.0","0.3","15.0","1.5","6.7"
"132","1977","3","Gujarat","Kutch","0.0","8.3","0.8","0.0","0.8","9.4","0.0","0.0","0.1","0.0","0.0","0.7","0.7","17.1","0.2","0.0","0.4","21.1","1.5","4.6"
"132","1978","3","Gujarat","Kutch","0.0","8.6","0.4","0.0","0.4","9.6","0.0","0.0","0.1","0.0","0.0","0.8","0.8","18.4","0.0","0.0","0.4","18.1","1.8","4.6"
"132","1979","3","Gujarat","Kutch","0.0","13.3","1.6","0.0","1.6","12.4","0.0","0.0","0.0","0.0","0.0","1.3","1.3","21.5","0.1","0.0","0.3","11.0","2.1","5.1"
"132","1980","3","Gujarat","Kutch","0.0","13.0","0.5","0.0","0.5","13.1","0.0","0.0","0.0","0.0","0.0","1.0","1.0","27.1","0.1","0.0","0.3","7.5","2.0","4.4"
"132","1981","3","Gujarat","Kutch","0.0","15.2","0.2","0.1","0.3","12.4","0.0","0.0","0.0","0.0","0.0","1.1","1.1","28.6","0.0","0.0","0.3","4.6","2.2","5.5"
"132","1982","3","Gujarat","Kutch","0.0","14.8","0.6","0.0","0.6","14.4","0.1","0.0","0.0","0.1","0.0","0.0","0.1","32.9","1.7","0.0","0.3","5.6","2.6","5.3"
"132","1983","3","Gujarat","Kutch","0.0","14.4","0.2","0.2","0.4","12.5","0.1","0.0","0.1","0.0","0.0","0.1","0.1","33.1","0.2","0.0","0.3","2.8","2.7","5.7"
"132","1984","3","Gujarat","Kutch","0.0","16.7","0.3","0.2","0.5","11.9","0.0","0.0","0.0","0.1","0.0","0.0","0.1","32.4","0.0","0.0","0.4","2.9","2.8","6.7"
"132","1985","3","Gujarat","Kutch","0.0","12.4","1.6","0.0","1.6","12.2","0.1","0.0","0.1","0.0","0.0","0.4","0.4","29.8","0.1","0.0","0.3","2.9","3.1","6.3"
"132","1986","3","Gujarat","Kutch","0.0","10.6","3.4","0.0","3.4","13.1","0.1","0.0","0.0","0.0","0.0","0.1","0.1","29.0","0.1","0.0","0.2","2.3","3.3","8.3"
"132","1987","3","Gujarat","Kutch","0.0","7.6","0.3","0.0","0.3","10.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.2","0.3","0.0","0.1","1.0","3.8","14.5"
"132","1988","3","Gujarat","Kutch","0.0","14.0","1.3","0.2","1.5","19.1","0.0","0.0","0.0","0.0","0.0","0.8","0.8","43.8","0.3","0.0","0.2","5.6","1.7","8.8"
"132","1989","3","Gujarat","Kutch","0.0","13.5","0.0","0.0","0.0","17.9","0.0","0.0","0.0","0.0","0.0","0.8","0.8","29.8","0.3","0.0","0.3","5.4","4.0","6.2"
"132","1990","3","Gujarat","Kutch","0.0","11.5","0.0","0.0","0.0","13.7","0.0","0.0","0.0","0.0","0.0","0.7","0.7","34.7","0.3","0.0","0.3","4.6","4.2","0.0"
"132","1991","3","Gujarat","Kutch","0.0","9.5","0.0","0.0","0.6","14.0","0.0","0.0","0.0","0.0","0.0","0.6","0.6","42.4","0.3","0.0","0.3","5.3","4.3","0.0"
"132","1992","3","Gujarat","Kutch","0.0","12.5","0.0","0.0","0.2","18.7","0.0","0.0","0.0","0.2","0.0","2.9","3.1","54.7","1.1","0.0","0.4","7.8","5.7","10.3"
"132","1993","3","Gujarat","Kutch","0.0","10.5","0.0","0.0","0.0","15.5","0.0","0.0","0.0","0.0","0.0","0.2","0.2","47.5","1.0","0.0","0.2","7.6","5.7","0.0"
"132","1994","3","Gujarat","Kutch","0.0","12.5","0.0","0.0","0.0","15.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","223.3"
"132","1995","3","Gujarat","Kutch","0.0","9.5","0.0","0.0","0.0","16.0","0.0","0.0","0.0","0.1","0.0","1.7","1.8","55.1","0.1","0.0","0.3","19.5","8.1","0.11"
"132","1996","3","Gujarat","Kutch","0.0","10.2","0.0","0.0","0.0","14.2","0.2","0.0","0.0","0.0","0.0","0.9","0.9","46.2","0.8","0.0","0.2","19.0","0.0","0.16"
"132","1997","3","Gujarat","Kutch","0.0","12.6","0.0","0.0","0.0","12.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"132","1998","3","Gujarat","Kutch","0.0","13.6","0.0","0.0","0.0","11.4","0.0","0.0","0.0","0.0","0.0","1.2","1.2","58.7","0.8","0.0","0.2","19.5","8.9","16.5"
"132","1999","3","Gujarat","Kutch","0.0","18.5","0.0","0.0","0.0","12.1","0.0","0.0","0.0","0.0","0.0","0.8","0.8","52.5","1.4","0.0","0.5","17.0","17.3","25.2"
"132","2000","3","Gujarat","Kutch","0.0","11.0","0.0","0.0","0.0","15.7","0.0","0.0","0.0","0.1","0.0","0.5","0.6","43.6","1.3","24.7","0.3","18.1","18.2","27.9"
"132","2001","3","Gujarat","Kutch","0.0","13.6","0.0","0.0","0.0","13.6","0.0","0.0","0.0","0.2","0.0","1.7","1.9","49.4","3.2","0.0","0.3","26.1","19.6","32.7"
"132","2002","3","Gujarat","Kutch","0.0","16.2","0.0","0.0","0.0","14.5","0.0","0.0","0.0","0.0","0.0","0.4","0.4","45.2","5.9","0.0","0.3","23.7","20.4","34.2"
"132","2003","3","Gujarat","Kutch","0.0","17.0","0.0","0.0","0.0","16.0","0.0","0.0","0.0","0.5","0.0","0.5","1.0","52.0","0.0","0.0","0.3","25.4","24.1","31.0"
"132","2004","3","Gujarat","Kutch","0.0","12.9","0.0","0.0","0.0","2.6","0.0","0.0","0.0","0.1","0.0","0.3","0.4","0.0","0.0","0.0","0.1","30.4","22.8","15.88"
"132","2005","3","Gujarat","Kutch","0.0","9.9","0.0","0.0","0.0","2.9","0.0","0.0","0.0","0.5","0.0","0.3","0.8","16.0","0.0","0.0","0.1","33.4","22.8","14.4"
"132","2006","3","Gujarat","Kutch","0.0","26.2","0.0","0.0","0.0","5.3","0.0","0.0","0.0","0.4","0.0","0.3","0.7","19.2","0.0","0.0","0.5","37.7","21.8","11.8"
"132","2007","3","Gujarat","Kutch","0.0","28.5","0.0","0.0","0.0","5.6","0.0","0.0","0.0","0.4","0.0","0.3","0.7","15.1","0.0","0.0","0.5","33.3","22.8","14.4"
"132","2008","3","Gujarat","Kutch","0.0","28.5","0.0","0.0","0.0","2.3","0.0","0.0","0.0","0.4","0.0","0.4","0.7","32.0","0.0","0.0","0.1","64.8","26.1","25.9"
"132","2009","3","Gujarat","Kutch","0.0","25.3","0.0","0.0","0.0","2.9","0.0","0.0","0.0","0.2","0.0","0.0","0.2","48.2","0.5","0.0","0.0","63.4","29.5","45.1"
"132","2010","3","Gujarat","Kutch","0.0","25.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.3","0.7","48.2","0.0","0.0","0.5","0.0","22.8","45.1"
"132","2011","3","Gujarat","Kutch","0.0","37.2","0.0","0.0","0.0","4.6","0.0","0.0","0.0","0.7","0.0","11.8","12.5","46.2","0.0","0.0","0.0","82.5","34.6","0.0"
"132","2014","3","Gujarat","Kutch","0.0","18.2","0.0","0.6","0.6","2.7","0.0","0.0","0.0","0.3","0.0","1.8","2.1","31.1","0.1","0.0","0.4","57.5","28.7","46.3"
"132","2015","3","Gujarat","Kutch","0.0","30.1","0.0","0.0","0.0","3.0","1.7","0.0","0.0","0.1","0.0","14.1","14.3","13.7","5.1","0.0","0.2","44.4","24.0","0.0"
"132","2016","3","Gujarat","Kutch","0.0","21.7","1.8","0.0","1.8","4.5","1.6","0.0","0.0","0.0","0.0","1.5","1.6","27.8","4.6","0.0","0.0","40.1","33.0","0.0"
"132","2017","3","Gujarat","Kutch","0.0","21.3","1.0","0.0","1.0","4.6","0.1","0.0","0.0","0.1","0.0","7.4","7.5","32.3","6.3","0.0","0.0","50.7","22.9","0.0"
"133","1966","3","Gujarat","Mehsana","5.9","60.0","7.0","0.1","7.1","3.0","0.2","0.0","0.6","0.2","0.0","0.0","0.2","0.0","0.0","0.0","0.7","26.2","-1.0","5.56"
"133","1967","3","Gujarat","Mehsana","5.5","61.7","3.2","0.0","3.2","2.4","0.0","0.0","0.7","0.1","0.0","0.0","0.1","0.0","0.0","0.0","0.5","27.3","-1.0","6.59"
"133","1968","3","Gujarat","Mehsana","6.6","65.0","4.0","0.0","4.0","5.0","0.1","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","23.9","-1.0","6.84"
"133","1969","3","Gujarat","Mehsana","4.9","64.8","3.0","0.0","3.0","5.5","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","20.3","-1.0","6.36"
"133","1970","3","Gujarat","Mehsana","5.3","67.4","1.4","0.0","1.4","8.3","0.1","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","27.8","6.4","5.59"
"133","1971","3","Gujarat","Mehsana","6.0","61.7","1.4","0.0","1.4","12.7","0.1","0.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","34.6","5.8","7.73"
"133","1972","3","Gujarat","Mehsana","3.4","66.8","3.6","0.0","3.6","32.8","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","35.5","5.1","13.1"
"133","1973","3","Gujarat","Mehsana","5.2","64.1","3.2","0.0","3.2","37.3","0.0","0.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","37.2","5.7","15.19"
"133","1974","3","Gujarat","Mehsana","4.1","65.1","5.3","0.1","5.4","41.4","0.0","0.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","44.5","6.1","21.11"
"133","1975","3","Gujarat","Mehsana","4.9","71.9","4.3","0.0","4.3","43.1","0.0","0.0","2.9","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.4","44.3","8.0","21.97"
"133","1976","3","Gujarat","Mehsana","5.2","66.2","5.1","0.6","5.7","42.6","0.0","0.0","2.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","49.1","8.5","19.79"
"133","1977","3","Gujarat","Mehsana","5.2","66.9","1.9","0.3","2.2","40.6","0.0","0.0","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","52.0","8.5","22.88"
"133","1978","3","Gujarat","Mehsana","5.3","67.9","2.5","0.6","3.1","39.3","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","47.6","9.0","24.8"
"133","1979","3","Gujarat","Mehsana","5.7","69.9","3.0","0.1","3.1","41.5","0.0","0.0","3.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","38.2","9.2","21.17"
"133","1980","3","Gujarat","Mehsana","6.0","73.2","3.5","0.2","3.7","41.8","0.0","0.0","3.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","35.0","9.7","21.17"
"133","1981","3","Gujarat","Mehsana","5.9","74.4","2.3","0.5","2.8","43.4","0.0","0.0","4.8","0.0","0.0","0.0","0.0","0.8","0.0","0.0","0.4","30.5","10.5","21.94"
"133","1982","3","Gujarat","Mehsana","6.6","77.1","1.8","0.4","2.2","44.3","0.0","0.0","4.5","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.4","29.5","10.8","23.0"
"133","1983","3","Gujarat","Mehsana","5.1","74.7","2.2","0.5","2.7","43.1","0.0","0.0","4.1","0.0","0.0","0.0","0.0","1.8","0.0","0.0","0.4","29.4","11.5","19.88"
"133","1984","3","Gujarat","Mehsana","6.5","74.6","1.7","0.6","2.3","46.5","0.0","0.0","3.2","0.0","0.0","0.0","0.0","1.7","0.0","0.0","0.2","31.9","12.2","22.54"
"133","1985","3","Gujarat","Mehsana","7.5","76.8","5.0","0.7","5.7","47.4","0.0","0.0","2.8","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.2","37.6","12.3","22.9"
"133","1986","3","Gujarat","Mehsana","9.9","65.3","7.9","0.0","7.9","39.0","0.0","0.0","2.7","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.4","30.6","10.9","25.89"
"133","1987","3","Gujarat","Mehsana","7.7","65.7","6.4","0.9","7.3","40.3","0.0","0.0","2.9","0.1","0.0","0.0","0.1","0.1","0.0","0.0","0.0","27.3","12.3","26.29"
"133","1988","3","Gujarat","Mehsana","10.3","66.0","4.2","0.6","4.8","45.9","0.0","0.0","2.5","0.0","0.0","0.1","0.1","0.9","0.0","0.0","0.0","28.8","25.0","25.49"
"133","1989","3","Gujarat","Mehsana","12.2","67.6","4.4","0.6","5.0","43.2","0.1","0.0","2.4","0.1","0.0","0.0","0.1","1.0","0.0","0.0","0.0","28.7","15.0","26.83"
"133","1990","3","Gujarat","Mehsana","12.24","70.46","0.0","0.0","6.0","44.59","0.0","0.0","3.9","0.3","0.12","0.3","0.72","1.1","0.04","0.0","0.0","28.72","12.67","0.0"
"133","1991","3","Gujarat","Mehsana","13.75","72.09","0.0","0.0","8.4","42.38","0.24","0.0","3.42","0.2","0.0","0.2","0.4","0.8","0.0","0.0","0.0","29.68","12.83","0.0"
"133","1992","3","Gujarat","Mehsana","14.46","76.48","0.0","0.0","10.5","46.38","0.04","0.0","4.78","0.4","0.0","0.2","0.6","0.94","0.0","0.0","0.0","31.28","15.59","32.83"
"133","1993","3","Gujarat","Mehsana","12.08","73.32","0.0","0.0","4.9","51.36","0.0","0.0","3.44","0.5","0.0","0.2","0.7","0.34","0.0","0.0","0.0","29.1","27.2","0.0"
"133","1994","3","Gujarat","Mehsana","12.58","84.12","0.0","0.0","4.5","48.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","126.32"
"133","1995","3","Gujarat","Mehsana","14.58","79.83","0.0","0.0","1.2","47.18","0.04","0.0","4.34","0.1","0.0","0.2","0.3","0.68","0.0","0.0","0.0","40.04","20.42","0.48"
"133","1996","3","Gujarat","Mehsana","15.74","80.29","0.0","0.0","1.6","46.76","0.0","0.0","3.94","0.2","0.0","0.1","0.3","0.74","0.0","0.0","0.0","38.68","0.0","0.46"
"133","1997","3","Gujarat","Mehsana","16.34","82.95","0.0","0.0","2.1","42.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"133","1998","3","Gujarat","Mehsana","14.96","72.99","0.0","0.0","0.0","42.83","0.0","0.0","3.8","0.24","0.0","0.3","0.54","0.48","0.0","0.0","0.0","41.41","26.79","51.32"
"133","1999","3","Gujarat","Mehsana","15.07","74.63","0.0","0.0","0.0","36.44","0.0","0.0","3.7","0.1","0.0","0.2","0.3","0.54","0.0","0.0","0.0","39.23","29.22","50.52"
"133","2000","3","Gujarat","Mehsana","14.43","69.41","0.0","0.0","0.0","30.43","0.08","0.0","4.45","0.1","0.0","0.14","0.24","0.56","0.0","77.91","0.0","34.63","26.96","32.82"
"133","2001","3","Gujarat","Mehsana","12.48","73.47","0.0","0.0","0.0","27.31","0.08","0.0","3.81","0.1","0.0","0.32","0.42","0.52","0.0","0.0","0.0","37.35","29.54","31.24"
"133","2002","3","Gujarat","Mehsana","12.69","63.14","0.0","0.0","0.0","25.83","0.08","0.0","3.93","0.1","0.4","0.58","1.08","0.77","0.0","0.0","0.0","42.43","32.59","32.6"
"133","2003","3","Gujarat","Mehsana","10.16","68.7","0.0","0.0","0.0","22.51","0.22","0.0","3.54","0.28","0.2","0.14","0.62","0.32","0.0","0.0","0.0","41.05","33.55","28.63"
"133","2004","3","Gujarat","Mehsana","10.18","63.73","0.0","0.16","0.16","17.5","0.22","0.0","2.94","0.28","0.1","0.44","0.82","0.0","0.0","0.0","0.0","47.19","33.14","31.42"
"133","2005","3","Gujarat","Mehsana","10.87","73.34","0.0","0.08","0.08","20.02","0.04","0.0","3.12","0.38","0.0","0.38","0.76","0.46","0.0","0.0","0.0","60.22","35.33","31.11"
"133","2006","3","Gujarat","Mehsana","12.55","83.88","1.27","0.0","1.27","21.66","0.0","0.0","2.54","0.5","0.04","0.24","0.78","1.59","0.0","0.0","0.0","60.55","34.91","29.33"
"133","2007","3","Gujarat","Mehsana","14.03","105.89","1.31","0.0","1.31","22.09","0.0","0.0","2.74","0.28","0.0","0.14","0.42","0.36","0.0","0.0","0.0","58.3","35.06","26.83"
"133","2008","3","Gujarat","Mehsana","10.15","96.67","0.0","0.6","0.6","20.94","0.8","0.0","11.5","0.28","0.0","0.24","0.62","1.71","0.0","0.0","0.0","67.75","38.63","40.27"
"133","2009","3","Gujarat","Mehsana","9.11","116.33","0.94","0.1","1.04","29.73","0.04","0.0","1.8","0.1","0.0","0.53","0.63","2.99","0.2","0.0","0.0","77.24","35.0","51.74"
"133","2010","3","Gujarat","Mehsana","11.69","137.37","0.0","0.1","0.1","39.31","0.45","0.0","2.5","0.28","0.0","0.22","0.51","1.76","0.0","0.0","0.0","78.61","38.65","0.0"
"133","2011","3","Gujarat","Mehsana","3.99","80.89","5.18","5.96","11.1","81.12","0.34","0.0","1.8","0.1","0.04","1.13","1.22","1.81","0.82","0.0","0.0","95.57","36.48","0.0"
