"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"124","1981","3","Gujarat","Bharuch","11.88","7.09","5.72","4.53","3.28","143.32","135.7","127.48","127.25","115.98","70.9","47.32"
"124","1982","3","Gujarat","Bharuch","38.15","20.44","11.83","8.88","27.34","28.83","136.36","129.34","76.3","55.96","68.24","18.68"
"124","1983","3","Gujarat","Bharuch","10.8","6.93","4.96","4.7","2.95","160.86","135.22","125.3","127.61","115.23","64.73","47.33"
"124","1984","3","Gujarat","Bharuch","36.91","19.83","11.53","7.65","5.48","118.79","132.41","128.54","130.21","83.71","49.55","32.47"
"124","1985","3","Gujarat","Bharuch","21.37","11.84","7.75","6.0","11.7","18.75","137.12","128.32","85.24","86.11","32.9","20.45"
"124","1986","3","Gujarat","Bharuch","13.27","8.35","5.51","4.08","5.93","183.19","110.35","124.73","54.66","29.98","17.66","9.14"
"124","1987","3","Gujarat","Bharuch","6.24","5.3","3.25","2.34","4.81","45.23","103.63","132.12","50.53","36.39","17.24","15.8"
"124","1988","3","Gujarat","Bharuch","5.91","4.29","3.29","4.48","2.49","95.94","135.27","129.67","129.52","99.52","58.09","42.35"
"124","1989","3","Gujarat","Bharuch","31.3","15.19","11.29","6.6","5.66","149.31","134.69","124.19","101.73","74.47","42.64","25.89"
"124","1990","3","Gujarat","Bharuch","14.9","11.79","6.32","4.65","20.31","56.97","140.17","123.85","130.82","94.42","64.16","43.8"
"124","1991","3","Gujarat","Bharuch","30.83","16.36","10.1","7.05","5.59","53.63","126.94","114.05","82.97","59.31","31.71","17.39"
"124","1992","3","Gujarat","Bharuch","11.49","6.81","4.96","3.79","3.98","42.01","138.3","124.02","133.16","94.86","60.87","34.29"
"124","1993","3","Gujarat","Bharuch","22.47","13.06","8.39","5.75","4.59","49.33","137.16","118.67","134.63","94.97","66.15","40.89"
"124","1994","3","Gujarat","Bharuch","29.64","13.4","8.56","6.48","5.54","119.07","133.26","128.39","134.29","98.01","64.19","36.91"
"124","1995","3","Gujarat","Bharuch","23.76","12.73","9.59","6.33","5.57","31.18","137.19","112.98","125.07","69.89","37.69","22.1"
"124","1996","3","Gujarat","Bharuch","12.78","7.45","5.6","4.04","4.17","100.14","134.93","127.18","124.55","112.14","60.47","44.89"
"124","1997","3","Gujarat","Bharuch","36.41","17.15","10.34","9.1","9.59","133.76","136.68","128.37","131.12","81.96","53.75","34.59"
"124","1998","3","Gujarat","Bharuch","20.06","12.37","7.78","5.34","4.8","109.0","133.59","125.39","130.56","116.52","68.54","47.87"
"124","1999","3","Gujarat","Bharuch","35.21","20.46","11.11","7.43","7.8","156.9","132.93","85.89","109.71","99.79","32.16","21.19"
"124","2000","3","Gujarat","Bharuch","15.52","9.55","6.11","4.38","5.73","141.83","129.4","125.06","90.05","76.92","41.66","23.66"
"124","2001","3","Gujarat","Bharuch","12.96","8.29","6.08","6.04","19.54","172.79","130.37","121.63","70.49","73.14","30.03","17.37"
"124","2002","3","Gujarat","Bharuch","10.03","7.4","5.48","4.12","3.13","147.14","60.3","124.58","92.41","29.63","15.68","9.78"
"124","2003","3","Gujarat","Bharuch","6.23","11.14","3.31","2.6","2.42","98.5","129.94","124.58","112.28","85.32","50.71","35.08"
"124","2004","3","Gujarat","Bharuch","23.89","12.66","8.23","5.82","10.85","145.71","126.56","123.43","126.79","95.9","56.88","40.25"
"124","2005","3","Gujarat","Bharuch","32.17","18.0","11.49","7.33","5.75","169.02","130.34","119.98","127.64","85.68","52.62","37.81"
"124","2006","3","Gujarat","Bharuch","30.64","18.03","17.13","7.23","8.88","126.92","129.14","122.37","124.81","89.88","56.43","40.79"
"124","2007","3","Gujarat","Bharuch","32.85","19.8","10.89","7.51","8.42","120.32","129.58","121.06","126.37","87.85","55.21","40.07"
"124","2008","3","Gujarat","Bharuch","27.84","15.31","9.68","7.77","4.81","67.07","125.68","120.77","124.59","87.39","59.19","38.27"
"124","2009","3","Gujarat","Bharuch","27.28","14.71","9.88","6.41","7.42","63.68","127.83","125.29","108.76","84.3","59.2","30.97"
"124","2010","3","Gujarat","Bharuch","23.6","13.13","8.43","5.78","4.59","94.9","125.28","118.91","129.28","96.6","77.63","41.52"
"124","2011","3","Gujarat","Bharuch","36.22","21.9","12.31","8.16","5.91","137.07","126.13","121.67","128.13","89.91","58.87","37.81"
"124","2012","3","Gujarat","Bharuch","26.58","14.6","9.19","6.92","6.1","40.28","118.75","126.09","127.67","81.95","46.62","32.47"
"124","2013","3","Gujarat","Bharuch","24.13","13.84","9.31","6.94","4.99","145.38","123.65","122.05","130.57","116.85","68.77","45.28"
"124","2014","3","Gujarat","Bharuch","44.55","23.53","13.56","10.19","6.62","17.66","131.97","123.61","127.89","96.4","57.77","42.4"
"124","2015","3","Gujarat","Bharuch","35.43","19.89","16.96","12.19","8.18","156.65","143.21","93.86","125.23","66.24","39.02","22.97"
"125","1958","3","Gujarat","Vadodara","41.58","33.92","18.82","11.03","7.52","91.39","129.91","118.33","131.05","115.86","68.7","45.15"
"125","1959","3","Gujarat","Vadodara","42.06","33.29","18.19","11.09","7.96","92.31","130.43","121.6","129.23","117.64","65.83","50.82"
"125","1960","3","Gujarat","Vadodara","44.59","31.64","16.56","10.33","11.43","152.24","131.61","120.75","127.2","62.9","33.07","18.97"
"125","1961","3","Gujarat","Vadodara","12.05","11.52","5.56","4.2","4.21","76.32","125.61","121.37","129.73","95.72","58.29","47.02"
"125","1962","3","Gujarat","Vadodara","33.76","22.13","40.77","8.75","9.19","47.32","128.28","120.92","127.67","93.08","54.49","38.75"
"125","1963","3","Gujarat","Vadodara","39.88","19.46","24.73","7.91","6.44","48.12","132.76","121.18","131.12","101.31","63.16","50.38"
"125","1964","3","Gujarat","Vadodara","40.37","23.89","13.42","8.74","8.29","64.69","129.32","120.75","126.19","85.47","62.16","43.26"
"125","1965","3","Gujarat","Vadodara","35.55","18.29","12.46","7.58","5.94","31.71","131.24","120.17","89.85","80.69","50.68","30.02"
"125","1966","3","Gujarat","Vadodara","16.67","10.15","7.03","5.21","4.78","81.84","131.44","92.0","130.47","89.5","59.41","41.28"
"125","1967","3","Gujarat","Vadodara","26.4","15.93","19.24","7.03","5.11","132.72","128.21","119.55","124.14","84.12","47.99","42.44"
"125","1968","3","Gujarat","Vadodara","31.91","28.06","18.82","9.88","6.84","29.82","128.37","121.18","101.23","74.15","41.65","27.88"
"125","1969","3","Gujarat","Vadodara","23.47","14.24","9.05","6.35","4.73","89.55","128.49","114.74","126.41","76.06","49.85","35.02"
"125","1970","3","Gujarat","Vadodara","28.29","22.25","22.89","8.2","12.24","160.55","127.59","116.05","124.83","82.25","47.94","35.43"
"125","1971","3","Gujarat","Vadodara","33.88","30.4","17.75","10.81","16.54","141.39","128.14","118.69","124.11","83.98","45.38","42.51"
"125","1972","3","Gujarat","Vadodara","28.4","24.31","13.81","8.9","6.85","47.01","132.29","123.65","63.38","35.4","17.74","10.68"
"125","1973","3","Gujarat","Vadodara","10.37","7.83","4.01","3.17","4.99","79.47","125.33","119.52","123.14","87.32","50.75","43.32"
"125","1974","3","Gujarat","Vadodara","32.5","24.89","14.34","9.2","24.54","27.63","129.84","77.28","87.57","33.32","4.81","8.39"
"125","1975","3","Gujarat","Vadodara","2.95","2.5","1.94","1.64","1.41","122.73","126.27","118.26","126.28","127.55","62.88","44.25"
"125","1976","3","Gujarat","Vadodara","43.16","37.41","21.25","11.99","8.01","178.52","130.31","121.21","126.75","87.15","70.17","40.22"
"125","1977","3","Gujarat","Vadodara","39.74","28.03","15.8","10.07","14.43","138.81","127.92","121.11","129.12","84.45","55.64","34.73"
"125","1978","3","Gujarat","Vadodara","33.36","27.61","14.84","10.03","6.6","147.42","126.77","121.71","100.22","86.26","59.33","39.92"
"125","1979","3","Gujarat","Vadodara","24.22","20.66","8.92","6.33","5.61","95.22","127.18","121.1","108.67","79.59","76.44","33.74"
"125","1980","3","Gujarat","Vadodara","27.79","16.71","9.68","6.71","5.14","165.85","130.45","118.98","94.41","76.58","43.82","37.57"
"125","1981","3","Gujarat","Vadodara","21.21","12.09","12.93","5.86","4.68","105.85","132.65","122.02","124.33","109.95","64.71","47.55"
"125","1982","3","Gujarat","Vadodara","42.59","31.86","18.22","10.96","22.69","28.14","132.58","123.25","77.35","62.64","61.33","21.18"
"125","1983","3","Gujarat","Vadodara","13.51","8.47","5.99","4.66","3.5","133.62","131.74","120.42","125.66","107.47","58.97","45.46"
"125","1984","3","Gujarat","Vadodara","40.98","31.26","16.33","10.19","7.03","70.26","129.19","123.0","129.28","85.94","54.93","39.79"
"125","1985","3","Gujarat","Vadodara","35.78","21.21","12.78","8.3","9.05","18.63","134.72","122.71","95.45","94.5","42.4","30.69"
"125","1986","3","Gujarat","Vadodara","23.7","13.66","8.59","6.08","7.07","184.07","132.43","122.61","60.26","31.57","16.61","10.07"
"125","1987","3","Gujarat","Vadodara","7.22","6.01","5.61","2.85","4.87","43.57","107.48","126.84","51.53","33.96","14.86","19.11"
"125","1988","3","Gujarat","Vadodara","6.12","4.52","3.63","3.25","2.61","76.47","131.35","125.12","126.91","95.19","54.03","43.69"
"125","1989","3","Gujarat","Vadodara","37.5","22.93","21.68","8.57","6.84","122.6","131.59","119.51","106.27","80.53","49.9","33.87"
"125","1990","3","Gujarat","Vadodara","25.12","17.34","9.5","6.63","16.52","51.98","135.87","119.13","128.99","90.38","60.58","46.38"
"125","1991","3","Gujarat","Vadodara","36.52","25.61","14.59","9.19","6.72","53.22","124.6","116.21","90.19","72.79","45.42","28.22"
"125","1992","3","Gujarat","Vadodara","18.66","10.81","7.35","5.37","5.14","38.58","134.73","119.69","130.14","94.4","61.42","38.36"
"125","1993","3","Gujarat","Vadodara","32.45","20.64","12.99","7.93","6.07","46.32","132.67","118.82","133.03","93.6","64.11","44.37"
"125","1994","3","Gujarat","Vadodara","38.96","21.78","12.54","8.39","6.59","117.27","128.84","122.35","130.91","94.14","62.63","37.46"
"125","1995","3","Gujarat","Vadodara","32.89","17.75","20.62","7.49","6.52","32.84","133.09","119.4","130.28","87.88","52.23","34.84"
"125","1996","3","Gujarat","Vadodara","21.31","11.66","9.67","5.61","5.05","83.48","131.69","121.78","128.12","108.26","58.08","46.97"
"125","1997","3","Gujarat","Vadodara","43.59","29.18","15.74","10.34","10.79","121.74","132.08","123.81","128.47","85.96","56.62","42.98"
"125","1998","3","Gujarat","Vadodara","32.2","19.23","12.97","7.51","6.17","95.72","129.47","121.64","129.24","108.19","61.03","46.44"
"125","1999","3","Gujarat","Vadodara","38.81","29.86","15.06","9.57","8.56","154.56","130.67","88.95","122.62","102.73","41.87","30.27"
"125","2000","3","Gujarat","Vadodara","22.56","13.81","8.67","6.08","6.29","112.78","125.56","121.6","90.83","80.24","46.01","29.56"
"125","2001","3","Gujarat","Vadodara","19.54","11.5","9.24","5.96","16.03","172.26","126.26","118.23","76.58","80.16","39.38","24.46"
"125","2002","3","Gujarat","Vadodara","15.94","10.7","9.72","5.1","4.0","140.11","66.03","119.43","111.42","24.28","12.88","8.23"
"125","2003","3","Gujarat","Vadodara","5.66","10.58","3.33","2.68","2.51","85.16","126.08","120.45","118.31","84.95","49.99","38.26"
"125","2004","3","Gujarat","Vadodara","33.2","21.41","12.42","8.2","10.71","115.93","124.9","118.88","121.94","88.71","53.88","39.23"
"125","2005","3","Gujarat","Vadodara","35.24","27.17","17.46","9.45","7.0","170.77","127.28","117.24","125.27","83.21","48.98","36.84"
"125","2006","3","Gujarat","Vadodara","33.33","27.38","43.88","9.82","9.92","117.0","126.36","118.2","122.53","84.64","51.01","40.43"
"125","2007","3","Gujarat","Vadodara","35.42","28.17","15.81","9.78","9.63","97.98","126.44","117.23","124.16","82.51","52.58","39.53"
"125","2008","3","Gujarat","Vadodara","33.87","24.12","14.8","9.21","6.58","58.67","124.71","117.29","122.69","84.24","57.83","38.67"
"125","2009","3","Gujarat","Vadodara","33.7","23.64","15.99","8.76","8.87","44.71","125.66","122.14","109.27","85.7","54.52","33.57"
"125","2010","3","Gujarat","Vadodara","30.54","20.06","12.34","7.86","5.92","76.6","123.31","115.55","127.08","91.61","67.58","38.89"
"125","2011","3","Gujarat","Vadodara","36.37","30.5","17.17","10.57","7.45","84.15","123.05","117.01","126.73","86.6","55.27","38.06"
"125","2012","3","Gujarat","Vadodara","32.47","23.92","13.59","8.94","7.76","39.05","128.48","121.16","124.42","84.23","49.7","39.04"
"125","2013","3","Gujarat","Vadodara","34.62","26.2","18.09","9.47","7.08","143.55","121.25","117.99","128.08","113.39","63.24","44.51"
"125","2014","3","Gujarat","Vadodara","48.9","33.93","22.16","12.49","8.74","13.12","130.5","119.27","124.85","92.36","52.49","40.76"
"125","2015","3","Gujarat","Vadodara","37.72","29.29","40.52","11.3","8.96","147.83","137.9","103.77","126.32","83.53","48.47","33.54"
"126","1958","3","Gujarat","Bhavnagar","11.37","6.71","4.57","3.32","2.55","69.23","141.12","128.15","137.9","109.96","57.56","23.01"
"126","1959","3","Gujarat","Bhavnagar","10.99","6.69","4.55","3.51","3.89","118.98","143.15","127.58","134.34","113.22","56.51","23.91"
"126","1960","3","Gujarat","Bhavnagar","11.46","6.85","4.64","3.47","5.09","133.42","140.99","71.48","109.39","12.68","4.96","3.4"
"126","1961","3","Gujarat","Bhavnagar","2.49","5.08","1.53","1.26","2.31","72.73","136.69","125.37","135.84","92.0","36.7","14.8"
"126","1962","3","Gujarat","Bhavnagar","8.25","5.36","43.96","3.91","6.15","34.66","138.12","85.03","132.23","19.05","14.93","8.38"
"126","1963","3","Gujarat","Bhavnagar","5.82","2.58","22.25","1.79","2.04","64.45","141.65","134.26","129.67","79.89","47.3","12.31"
"126","1964","3","Gujarat","Bhavnagar","7.15","4.77","3.44","2.61","5.38","118.62","138.8","134.49","128.3","84.41","36.23","14.28"
"126","1965","3","Gujarat","Bhavnagar","10.02","5.29","6.25","3.17","3.15","12.7","141.77","127.0","116.86","76.2","25.77","11.29"
"126","1966","3","Gujarat","Bhavnagar","6.9","4.58","3.33","2.77","2.78","122.62","138.44","58.93","132.94","21.52","10.37","6.33"
"126","1967","3","Gujarat","Bhavnagar","4.33","3.17","5.32","2.65","1.58","105.26","140.03","109.69","94.89","35.26","13.93","16.39"
"126","1968","3","Gujarat","Bhavnagar","5.56","4.26","4.92","2.17","1.75","27.3","139.49","138.93","95.72","45.67","14.85","7.96"
"126","1969","3","Gujarat","Bhavnagar","5.18","3.79","2.76","2.15","1.73","82.58","136.0","60.72","124.73","6.85","5.79","6.08"
"126","1970","3","Gujarat","Bhavnagar","2.26","2.04","21.36","1.32","8.16","158.09","139.9","129.12","133.3","94.2","46.97","20.1"
"126","1971","3","Gujarat","Bhavnagar","10.21","6.33","4.35","3.23","10.86","126.79","137.12","121.76","130.61","42.9","15.04","7.98"
"126","1972","3","Gujarat","Bhavnagar","5.11","5.66","2.69","2.13","2.78","51.61","132.56","72.43","13.86","1.46","1.03","0.86"
"126","1973","3","Gujarat","Bhavnagar","2.06","1.65","0.57","0.5","4.61","75.7","139.65","122.52","130.81","86.51","33.57","14.33"
"126","1974","3","Gujarat","Bhavnagar","8.04","5.26","3.73","2.82","15.9","10.95","102.09","37.8","62.24","19.8","0.78","1.76"
"126","1975","3","Gujarat","Bhavnagar","0.66","0.62","0.48","0.43","0.41","92.92","90.62","127.45","129.75","106.27","22.79","10.86"
"126","1976","3","Gujarat","Bhavnagar","7.87","4.4","9.13","2.44","1.93","178.88","140.33","131.05","125.04","65.82","55.47","14.03"
"126","1977","3","Gujarat","Bhavnagar","9.09","5.09","3.62","3.61","8.8","111.75","136.39","110.96","134.35","77.58","32.83","12.47"
"126","1978","3","Gujarat","Bhavnagar","7.31","5.23","3.51","4.6","2.08","169.0","123.16","133.29","56.38","25.41","22.11","8.33"
"126","1979","3","Gujarat","Bhavnagar","3.24","7.32","1.94","1.85","1.75","158.02","74.08","136.29","107.25","69.01","83.03","13.55"
"126","1980","3","Gujarat","Bhavnagar","8.33","5.37","3.62","3.38","2.46","166.44","139.86","128.21","83.02","41.2","15.81","18.32"
"126","1981","3","Gujarat","Bhavnagar","6.88","3.71","23.1","2.73","1.76","94.65","142.92","132.92","129.62","107.5","55.86","20.12"
"126","1982","3","Gujarat","Bhavnagar","11.04","6.17","4.63","3.59","17.63","13.13","141.16","113.93","49.45","14.8","64.7","3.71"
"126","1983","3","Gujarat","Bhavnagar","2.74","2.42","1.66","2.23","1.13","168.93","138.53","131.34","128.68","105.93","50.7","21.26"
"126","1984","3","Gujarat","Bhavnagar","10.54","6.48","4.43","3.24","2.48","80.59","136.12","127.49","128.91","22.74","8.86","5.41"
"126","1985","3","Gujarat","Bhavnagar","3.72","2.75","2.12","1.89","11.54","9.21","124.95","113.21","38.14","38.81","2.63","0.65"
"126","1986","3","Gujarat","Bhavnagar","0.56","0.56","0.45","0.41","1.62","183.71","62.08","90.59","24.52","4.7","5.66","3.23"
"126","1987","3","Gujarat","Bhavnagar","2.1","2.02","2.22","0.98","1.83","28.98","58.45","119.7","6.53","5.66","1.06","6.15"
"126","1988","3","Gujarat","Bhavnagar","0.44","0.39","0.35","1.24","0.32","70.46","142.98","116.62","133.87","94.35","38.75","15.9"
"126","1989","3","Gujarat","Bhavnagar","10.49","5.59","10.43","2.97","2.44","142.25","140.57","121.86","71.02","19.68","8.59","5.45"
"126","1990","3","Gujarat","Bhavnagar","3.81","4.35","2.2","1.76","13.52","46.31","130.53","130.51","122.16","81.2","32.08","17.74"
"126","1991","3","Gujarat","Bhavnagar","7.66","5.14","4.37","2.89","2.49","21.06","133.57","90.58","38.57","11.27","7.06","5.8"
"126","1992","3","Gujarat","Bhavnagar","5.29","2.53","2.0","1.62","1.47","34.71","144.25","125.87","134.71","91.08","36.57","14.31"
"126","1993","3","Gujarat","Bhavnagar","8.3","5.63","5.04","2.82","2.25","36.43","145.19","93.17","135.01","54.9","21.14","8.6"
"126","1994","3","Gujarat","Bhavnagar","8.35","3.7","2.76","2.47","2.24","75.84","140.33","129.5","136.8","93.77","37.06","14.55"
"126","1995","3","Gujarat","Bhavnagar","8.62","5.36","7.88","3.08","2.48","14.45","141.94","74.76","102.26","17.09","9.05","4.95"
"126","1996","3","Gujarat","Bhavnagar","3.71","2.35","2.68","1.54","2.2","114.4","140.2","116.96","108.04","86.41","23.85","11.15"
"126","1997","3","Gujarat","Bhavnagar","9.08","4.56","3.46","4.09","4.11","120.29","137.28","133.23","132.93","54.22","24.73","11.7"
"126","1998","3","Gujarat","Bhavnagar","6.05","5.11","4.01","2.35","2.05","111.39","139.05","130.04","131.58","117.99","57.75","24.71"
"126","1999","3","Gujarat","Bhavnagar","11.58","7.62","4.69","3.4","3.52","141.09","136.06","36.29","72.4","56.22","2.25","1.77"
"126","2000","3","Gujarat","Bhavnagar","1.43","1.18","1.0","0.86","2.04","116.5","135.26","118.16","74.63","32.73","12.4","8.05"
"126","2001","3","Gujarat","Bhavnagar","4.82","3.46","3.44","2.95","15.65","166.74","133.03","98.73","34.76","35.47","5.9","3.74"
"126","2002","3","Gujarat","Bhavnagar","2.76","2.3","3.54","1.54","1.28","117.29","31.54","128.57","43.92","2.66","1.94","2.07"
"126","2003","3","Gujarat","Bhavnagar","1.19","3.98","0.83","0.72","0.67","85.85","131.26","127.35","102.15","67.25","21.45","10.64"
"126","2004","3","Gujarat","Bhavnagar","8.06","4.46","3.26","2.5","5.75","135.43","124.56","129.56","122.57","92.49","39.6","17.06"
"126","2005","3","Gujarat","Bhavnagar","9.2","5.79","6.42","3.07","2.47","142.93","135.79","122.7","132.25","84.41","39.47","16.93"
