"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"1006","1999","3","Gujarat","Porbandar","101.69","116.82","162.45","172.31","185.73","0.32","14.14","78.64","94.76","90.72","114.14"
"1006","2000","3","Gujarat","Porbandar","113.85","117.11","164.58","188.64","186.97","138.6","0.0","0.13","47.72","92.58","103.97"
"1006","2001","3","Gujarat","Porbandar","107.62","116.83","163.53","174.74","176.29","0.0","0.0","15.35","53.28","103.25","105.15"
"1006","2002","3","Gujarat","Porbandar","111.79","119.36","163.78","180.7","192.23","48.6","120.73","0.0","87.89","129.15","106.67"
"1006","2003","3","Gujarat","Porbandar","110.73","118.14","161.68","180.91","185.37","60.91","0.0","0.0","41.67","90.33","93.71"
"1006","2004","3","Gujarat","Porbandar","98.14","113.7","163.79","186.07","178.39","24.08","0.63","0.0","37.61","50.63","89.8"
"1006","2005","3","Gujarat","Porbandar","104.14","113.7","162.91","174.6","181.75","82.08","1.15","0.0","2.8","52.04","73.15"
"1006","2006","3","Gujarat","Porbandar","98.28","115.7","129.99","175.12","190.32","83.49","0.0","0.0","22.25","63.85","85.11"
"1006","2007","3","Gujarat","Porbandar","103.82","113.79","152.01","177.34","183.43","0.04","0.0","0.0","0.62","56.28","74.69"
"1006","2008","3","Gujarat","Porbandar","103.01","111.87","163.19","176.2","188.12","6.62","0.0","4.63","0.0","51.75","84.09"
"1006","2009","3","Gujarat","Porbandar","109.1","115.58","166.85","184.34","183.62","0.0","0.0","0.91","40.6","88.01","85.21"
"1006","2010","3","Gujarat","Porbandar","103.34","111.52","165.74","183.79","194.86","60.17","0.0","0.0","0.98","49.76","29.63"
"1006","2011","3","Gujarat","Porbandar","100.83","112.71","160.13","179.01","186.2","1.12","0.0","0.0","18.07","63.99","92.97"
"1006","2012","3","Gujarat","Porbandar","100.44","115.24","158.79","171.89","179.0","123.75","69.16","63.8","5.28","122.77","104.82"
"1006","2013","3","Gujarat","Porbandar","103.79","113.79","150.95","172.95","184.48","11.51","0.0","2.81","18.0","61.69","80.33"
"1006","2014","3","Gujarat","Porbandar","121.78","110.35","150.76","166.27","181.11","122.16","0.0","0.0","0.0","40.81","58.67"
"1006","2015","3","Gujarat","Porbandar","98.03","109.35","141.72","174.67","187.58","0.0","0.0","40.1","28.9","107.65","108.86"
"2001","1958","3","Gujarat","Tapi","79.67","114.21","161.61","191.79","213.85","23.58","0.0","0.0","0.0","22.65","43.78"
"2001","1959","3","Gujarat","Tapi","79.4","108.64","160.32","192.42","224.55","9.14","0.0","0.0","0.0","4.43","37.68"
"2001","1960","3","Gujarat","Tapi","76.87","113.77","163.57","185.56","191.75","11.53","0.0","0.0","0.09","46.7","64.62"
"2001","1961","3","Gujarat","Tapi","106.12","114.65","177.62","185.94","192.31","73.04","0.0","0.0","0.0","28.56","50.13"
"2001","1962","3","Gujarat","Tapi","86.42","113.45","135.47","182.94","190.92","132.73","0.0","1.14","0.0","51.06","61.62"
"2001","1963","3","Gujarat","Tapi","98.07","119.24","171.65","188.16","221.11","31.56","0.0","0.0","0.29","36.24","45.47"
"2001","1964","3","Gujarat","Tapi","0.0","0.0","0.3","0.12","5.71","124.54","901.9","422.73","289.86","6.84","1.56"
"2001","1965","3","Gujarat","Tapi","4.75","0.0","1.2","0.57","0.9","263.86","691.77","398.74","38.32","0.24","2.28"
"2001","1966","3","Gujarat","Tapi","0.23","0.0","0.0","0.4","2.84","190.42","686.24","139.32","287.18","2.94","7.22"
"2001","1967","3","Gujarat","Tapi","0.0","0.0","2.37","1.45","0.58","249.16","774.25","288.61","200.19","8.57","0.0"
"2001","1968","3","Gujarat","Tapi","0.0","0.01","3.3","0.2","0.0","65.43","578.47","540.18","148.5","46.28","0.89"
"2001","1969","3","Gujarat","Tapi","76.73","96.47","155.26","186.66","210.48","41.05","0.0","0.0","0.0","46.38","53.14"
"2001","1970","3","Gujarat","Tapi","80.54","109.56","148.13","178.87","197.24","0.0","0.0","0.0","0.0","38.7","47.83"
"2001","1971","3","Gujarat","Tapi","76.74","105.79","144.12","189.39","174.63","20.47","0.0","0.0","0.0","40.17","48.44"
"2001","1972","3","Gujarat","Tapi","77.97","103.72","148.13","177.19","207.08","105.85","0.0","0.12","31.18","67.78","64.59"
"2001","1973","3","Gujarat","Tapi","89.23","113.6","154.84","187.36","223.92","80.46","0.0","0.0","0.0","42.48","51.24"
"2001","1974","3","Gujarat","Tapi","81.68","103.23","154.31","184.28","175.25","151.21","0.0","1.06","6.62","39.66","56.34"
"2001","1975","3","Gujarat","Tapi","80.49","108.55","153.01","194.3","223.35","17.26","0.0","0.0","0.0","0.48","38.49"
"2001","1976","3","Gujarat","Tapi","63.06","98.88","155.97","189.12","221.96","0.83","0.0","0.0","0.35","49.31","33.66"
"2001","1977","3","Gujarat","Tapi","77.62","103.87","154.03","188.75","196.83","10.88","0.0","0.43","0.25","46.46","49.82"
"2001","1978","3","Gujarat","Tapi","81.98","101.87","148.12","178.98","217.86","4.81","0.0","0.0","6.77","41.09","46.54"
"2001","1979","3","Gujarat","Tapi","91.76","119.91","174.69","201.01","214.08","65.82","0.0","0.0","0.36","41.73","23.42"
"2001","1980","3","Gujarat","Tapi","83.28","113.63","170.3","194.36","227.68","0.0","0.0","0.0","30.44","69.17","78.07"
"2001","1981","3","Gujarat","Tapi","93.78","113.15","171.57","185.6","219.55","4.06","0.0","0.0","0.0","16.02","43.17"
"2001","1982","3","Gujarat","Tapi","76.66","107.29","161.0","197.1","170.01","130.7","0.0","0.01","17.46","53.49","46.91"
"2001","1983","3","Gujarat","Tapi","95.44","116.59","173.97","202.31","228.8","10.21","0.0","0.0","0.0","8.05","40.98"
"2001","1984","3","Gujarat","Tapi","73.98","108.91","159.81","189.6","212.31","7.83","0.0","0.0","0.0","33.57","50.58"
"2001","1985","3","Gujarat","Tapi","87.53","108.22","168.18","195.41","212.07","131.28","0.0","0.17","16.78","13.7","48.77"
"2001","1986","3","Gujarat","Tapi","91.54","118.58","178.83","208.56","239.58","2.91","0.0","0.0","26.95","69.07","78.11"
"2001","1987","3","Gujarat","Tapi","103.62","122.01","176.04","218.74","209.92","90.48","0.58","0.0","41.12","56.74","77.01"
"2001","1988","3","Gujarat","Tapi","104.43","130.79","180.86","195.8","231.18","17.09","0.0","0.0","0.0","29.23","50.87"
"2001","1989","3","Gujarat","Tapi","86.28","112.35","149.26","197.27","216.53","2.25","0.0","0.0","1.42","47.5","59.9"
"2001","1990","3","Gujarat","Tapi","93.84","119.09","171.51","202.59","185.99","56.06","0.0","0.0","0.0","33.06","52.69"
"2001","1991","3","Gujarat","Tapi","88.95","114.59","167.65","188.97","211.02","57.54","0.0","0.96","29.41","66.01","73.61"
"2001","1992","3","Gujarat","Tapi","94.72","118.85","167.57","192.76","216.23","108.91","0.0","0.0","0.0","41.71","59.15"
"2001","1993","3","Gujarat","Tapi","90.4","121.41","167.55","207.3","229.33","85.74","0.0","0.5","0.0","29.37","52.94"
"2001","1994","3","Gujarat","Tapi","84.69","116.63","164.89","196.44","220.35","5.57","0.0","0.0","0.0","46.07","63.89"
"2001","1995","3","Gujarat","Tapi","97.5","123.97","164.95","186.51","213.71","125.89","0.0","1.0","0.0","41.79","63.65"
"2001","1996","3","Gujarat","Tapi","103.15","135.86","181.87","207.07","222.33","59.15","0.0","0.0","0.0","13.78","43.6"
"2001","1997","3","Gujarat","Tapi","76.11","109.85","165.25","179.76","209.11","9.27","0.0","0.0","0.54","47.77","55.6"
"2001","1998","3","Gujarat","Tapi","91.51","119.73","168.93","198.07","215.02","42.61","0.0","0.0","0.0","17.98","42.29"
"2001","1999","3","Gujarat","Tapi","76.3","107.46","158.07","185.18","210.08","4.39","0.0","6.36","0.0","4.5","40.35"
"2001","2000","3","Gujarat","Tapi","74.75","103.78","162.41","196.52","201.6","1.61","0.0","0.01","22.69","56.77","69.67"
"2001","2001","3","Gujarat","Tapi","95.11","113.24","168.35","186.12","205.31","0.11","0.0","0.46","28.94","38.12","62.91"
"2001","2002","3","Gujarat","Tapi","94.19","119.6","164.66","188.0","227.38","2.13","32.29","0.0","3.5","54.84","62.47"
"2001","2003","3","Gujarat","Tapi","95.44","119.71","163.99","188.49","216.07","17.4","0.0","0.0","0.02","45.18","57.7"
"2001","2004","3","Gujarat","Tapi","88.09","108.48","155.69","197.97","195.56","3.59","0.0","0.0","0.0","34.5","47.18"
"2001","2005","3","Gujarat","Tapi","78.21","108.48","147.99","166.54","186.69","3.09","0.0","0.0","0.0","40.28","48.26"
"2001","2006","3","Gujarat","Tapi","74.46","100.25","127.59","175.05","195.89","12.47","0.0","0.0","0.0","31.09","44.05"
"2001","2007","3","Gujarat","Tapi","75.31","101.13","141.85","172.52","192.15","11.21","0.0","0.0","0.0","46.72","55.34"
"2001","2008","3","Gujarat","Tapi","83.02","101.26","150.0","170.41","206.99","56.11","0.0","0.0","0.0","44.18","56.06"
"2001","2009","3","Gujarat","Tapi","86.25","104.27","150.66","171.82","199.66","72.43","0.0","0.04","1.88","31.17","30.4"
"2001","2010","3","Gujarat","Tapi","67.86","98.17","150.12","183.33","212.88","14.63","0.0","0.0","0.0","30.08","33.18"
"2001","2011","3","Gujarat","Tapi","68.64","96.37","147.08","171.71","198.89","3.11","0.0","0.0","0.0","40.4","55.79"
"2001","2012","3","Gujarat","Tapi","81.07","102.87","147.02","174.15","196.89","106.71","0.0","0.0","0.0","37.54","49.07"
"2001","2013","3","Gujarat","Tapi","81.92","103.38","144.39","167.14","201.83","0.0","0.0","0.0","0.0","9.96","41.4"
"2001","2014","3","Gujarat","Tapi","76.51","94.53","140.55","162.85","187.94","142.1","0.0","0.0","0.0","36.01","49.24"
"2001","2015","3","Gujarat","Tapi","70.3","101.88","120.42","166.76","191.83","0.83","0.0","0.84","0.0","43.04","49.12"
"2050","1958","3","Gujarat","Aravalli","55.97","85.62","152.42","201.46","224.46","138.95","0.0","0.0","0.0","17.84","41.81"
"2050","1959","3","Gujarat","Aravalli","60.04","85.96","155.99","193.35","252.85","147.12","0.0","0.0","0.0","24.34","41.91"
"2050","1960","3","Gujarat","Aravalli","64.5","96.07","153.56","193.39","231.96","82.49","0.0","0.0","30.19","87.76","86.65"
"2050","1961","3","Gujarat","Aravalli","99.15","102.23","169.53","184.16","215.01","115.86","0.0","0.0","0.0","40.8","44.55"
"2050","1962","3","Gujarat","Aravalli","61.52","91.0","109.44","185.45","222.1","171.4","0.0","0.0","0.0","46.7","45.03"
"2050","1963","3","Gujarat","Aravalli","77.34","108.95","158.05","194.74","245.87","155.17","0.0","0.0","0.0","34.66","39.12"
"2050","1964","3","Gujarat","Aravalli","0.0","0.0","0.05","0.0","3.13","36.6","381.06","201.46","160.37","0.17","0.0"
"2050","1965","3","Gujarat","Aravalli","11.58","0.0","12.9","1.56","0.51","3.32","441.22","126.78","38.39","0.0","0.19"
"2050","1966","3","Gujarat","Aravalli","1.01","0.0","0.27","0.0","4.67","65.23","289.18","41.62","275.36","0.0","0.38"
"2050","1967","3","Gujarat","Aravalli","0.0","0.0","26.41","0.03","0.0","101.14","453.26","186.02","163.04","1.98","0.0"
"2050","1968","3","Gujarat","Aravalli","0.36","0.78","14.74","0.0","0.0","7.23","197.01","218.35","43.53","1.74","0.0"
"2050","1969","3","Gujarat","Aravalli","82.87","93.36","150.11","194.54","220.35","133.58","0.0","7.76","3.25","68.87","62.37"
"2050","1970","3","Gujarat","Aravalli","74.63","100.27","142.95","179.64","220.92","16.92","0.0","0.0","0.0","37.67","35.89"
"2050","1971","3","Gujarat","Aravalli","50.1","77.07","129.56","182.93","210.29","56.14","0.0","0.0","2.27","50.23","42.83"
"2050","1972","3","Gujarat","Aravalli","63.13","86.86","136.95","178.26","219.82","152.9","0.0","0.0","62.73","94.42","73.47"
"2050","1973","3","Gujarat","Aravalli","76.07","108.2","150.87","192.63","239.87","107.11","0.0","0.0","0.0","41.01","39.29"
"2050","1974","3","Gujarat","Aravalli","57.45","86.56","140.86","186.05","183.89","177.44","18.58","50.74","58.99","91.8","86.18"
"2050","1975","3","Gujarat","Aravalli","90.76","106.55","159.95","198.24","252.7","67.6","0.0","0.0","0.0","31.05","43.39"
"2050","1976","3","Gujarat","Aravalli","54.18","89.02","154.28","201.35","256.35","70.39","0.0","0.0","0.8","49.19","43.67"
"2050","1977","3","Gujarat","Aravalli","64.42","95.47","153.18","210.98","211.97","43.81","0.0","0.0","0.0","45.95","47.0"
"2050","1978","3","Gujarat","Aravalli","60.82","83.72","149.61","181.41","238.5","99.79","0.0","0.0","34.25","57.3","62.83"
"2050","1979","3","Gujarat","Aravalli","93.07","111.53","179.14","205.95","204.98","133.67","7.36","0.0","41.45","75.0","56.64"
"2050","1980","3","Gujarat","Aravalli","96.16","112.25","178.23","207.67","256.4","3.25","0.0","0.0","43.02","74.15","72.75"
"2050","1981","3","Gujarat","Aravalli","79.94","104.25","151.67","190.55","239.71","163.79","0.0","0.0","0.14","34.07","39.03"
"2050","1982","3","Gujarat","Aravalli","64.36","89.64","152.07","201.24","190.27","184.97","0.0","0.0","52.66","73.56","53.82"
"2050","1983","3","Gujarat","Aravalli","89.15","109.99","171.56","209.65","244.55","142.19","0.0","0.0","0.0","31.37","40.74"
"2050","1984","3","Gujarat","Aravalli","66.83","99.56","154.87","198.71","232.85","179.53","0.0","0.0","12.66","50.81","51.99"
"2050","1985","3","Gujarat","Aravalli","82.03","98.33","157.08","203.21","241.78","202.68","0.0","0.0","51.23","52.32","61.25"
"2050","1986","3","Gujarat","Aravalli","94.61","113.48","176.49","219.61","255.53","64.55","0.06","0.19","95.14","129.06","100.98"
"2050","1987","3","Gujarat","Aravalli","103.13","114.14","166.32","228.52","236.25","168.77","73.3","0.0","132.91","128.74","105.94"
"2050","1988","3","Gujarat","Aravalli","95.68","119.94","175.47","202.19","263.67","153.93","0.0","0.0","0.0","48.48","48.09"
"2050","1989","3","Gujarat","Aravalli","70.41","103.06","144.55","201.93","236.05","122.6","0.0","0.0","32.22","61.44","65.34"
"2050","1990","3","Gujarat","Aravalli","84.72","104.62","166.28","212.54","225.74","158.1","0.0","0.0","0.0","42.42","51.01"
"2050","1991","3","Gujarat","Aravalli","66.69","94.66","150.8","192.91","232.46","161.36","0.0","8.02","41.68","64.94","70.92"
"2050","1992","3","Gujarat","Aravalli","83.14","103.01","160.7","199.87","237.76","182.49","0.0","0.02","0.0","47.55","53.45"
"2050","1993","3","Gujarat","Aravalli","72.68","104.6","165.46","210.62","250.84","160.53","0.0","16.27","0.0","45.11","51.58"
"2050","1994","3","Gujarat","Aravalli","65.2","104.72","163.23","204.43","244.96","101.15","0.0","0.0","0.0","50.43","58.33"
"2050","1995","3","Gujarat","Aravalli","78.95","109.93","160.59","197.54","237.43","185.35","0.0","5.54","11.83","64.1","69.78"
"2050","1996","3","Gujarat","Aravalli","103.16","126.69","182.79","215.64","248.47","119.42","0.0","0.0","0.36","35.85","44.12"
"2050","1997","3","Gujarat","Aravalli","61.07","93.96","160.42","182.11","223.84","76.41","0.0","0.0","0.79","49.7","53.32"
"2050","1998","3","Gujarat","Aravalli","83.44","105.73","159.49","199.18","230.61","110.76","0.0","0.0","0.0","35.0","44.36"
"2050","1999","3","Gujarat","Aravalli","66.78","102.1","158.72","195.59","231.65","77.23","0.0","33.41","23.32","37.78","64.17"
"2050","2000","3","Gujarat","Aravalli","89.11","108.62","174.84","220.35","230.61","142.12","0.0","8.56","47.11","74.88","78.55"
"2050","2001","3","Gujarat","Aravalli","89.61","106.12","164.17","183.86","228.18","19.5","0.0","0.0","50.49","57.62","65.98"
"2050","2002","3","Gujarat","Aravalli","87.24","115.58","158.73","195.4","263.1","90.68","86.42","4.39","22.77","131.42","90.53"
"2050","2003","3","Gujarat","Aravalli","102.49","118.58","163.79","210.63","244.63","135.32","0.0","0.0","13.29","51.94","52.05"
"2050","2004","3","Gujarat","Aravalli","73.8","104.47","153.4","214.83","226.46","112.98","0.0","0.0","39.73","52.8","55.69"
"2050","2005","3","Gujarat","Aravalli","74.04","104.47","159.09","185.41","205.88","47.1","0.0","0.0","0.0","46.64","42.23"
"2050","2006","3","Gujarat","Aravalli","61.39","86.96","116.03","185.9","235.5","89.82","0.0","0.0","0.0","45.35","43.09"
"2050","2007","3","Gujarat","Aravalli","65.13","89.95","141.28","186.01","221.27","117.55","0.0","0.0","0.0","44.65","45.69"
"2050","2008","3","Gujarat","Aravalli","66.84","86.05","147.12","181.78","247.05","124.48","0.0","0.0","0.0","45.08","48.17"
"2050","2009","3","Gujarat","Aravalli","67.55","92.22","146.79","181.89","233.37","177.86","0.0","1.17","35.65","58.69","57.46"
"2050","2010","3","Gujarat","Aravalli","75.76","100.34","154.93","198.9","243.44","136.66","0.0","0.0","0.0","43.98","37.58"
"2050","2011","3","Gujarat","Aravalli","58.94","84.7","148.14","178.54","224.44","177.09","0.0","0.0","0.0","46.63","47.68"
"2050","2012","3","Gujarat","Aravalli","62.5","91.19","143.94","175.46","199.63","153.16","1.44","0.0","0.0","44.67","41.59"
"2050","2013","3","Gujarat","Aravalli","62.1","92.21","135.66","162.43","214.65","66.21","0.0","0.0","0.0","19.48","38.95"
"2050","2014","3","Gujarat","Aravalli","61.7","74.92","135.14","160.86","194.07","200.83","0.0","0.3","0.0","41.1","41.27"
"2050","2015","3","Gujarat","Aravalli","52.86","83.86","131.93","167.75","204.16","69.81","0.0","10.18","5.31","54.28","52.21"
"2051","1958","3","Gujarat","Botad","88.02","108.67","172.84","207.33","233.84","146.01","0.0","0.0","0.0","29.75","54.87"
"2051","1959","3","Gujarat","Botad","92.0","109.65","172.38","206.62","255.0","145.28","0.0","7.44","0.0","35.96","55.8"
"2051","1960","3","Gujarat","Botad","98.24","121.11","172.43","200.78","241.19","79.34","2.15","86.14","39.55","145.74","119.09"
"2051","1961","3","Gujarat","Botad","113.99","118.32","181.55","195.1","238.0","143.68","0.0","9.28","0.0","49.9","78.26"
"2051","1962","3","Gujarat","Botad","90.15","113.45","105.6","201.95","236.12","176.76","0.0","38.71","3.06","137.53","89.52"
"2051","1963","3","Gujarat","Botad","110.16","122.44","158.88","209.31","256.2","185.42","0.0","0.0","3.26","70.44","65.49"
"2051","1964","3","Gujarat","Botad","0.0","0.0","0.0","0.0","6.22","77.65","253.44","164.07","151.62","0.0","0.11"
"2051","1965","3","Gujarat","Botad","3.18","0.0","0.08","0.1","1.01","0.91","318.76","130.71","98.03","0.24","2.32"
"2051","1966","3","Gujarat","Botad","0.34","0.0","0.0","0.06","0.63","62.61","233.87","17.57","159.72","0.0","0.0"
"2051","1967","3","Gujarat","Botad","0.0","0.0","6.71","0.33","0.0","77.89","317.05","87.69","55.81","0.4","0.0"
"2051","1968","3","Gujarat","Botad","1.04","0.14","2.21","0.0","0.0","13.63","160.48","223.33","62.37","7.52","0.14"
"2051","1969","3","Gujarat","Botad","95.81","107.52","162.09","198.3","241.55","126.3","2.75","77.08","28.22","134.62","103.54"
"2051","1970","3","Gujarat","Botad","92.7","117.14","151.31","191.51","237.68","45.5","0.03","0.0","0.0","38.7","54.04"
"2051","1971","3","Gujarat","Botad","83.79","107.13","158.02","196.45","229.69","79.72","0.0","11.22","4.24","119.48","85.14"
"2051","1972","3","Gujarat","Botad","89.25","108.89","160.5","192.43","235.62","157.43","7.96","58.04","131.87","140.73","108.21"
"2051","1973","3","Gujarat","Botad","96.36","121.59","165.67","205.01","254.22","143.27","0.0","10.61","0.0","67.91","79.46"
"2051","1974","3","Gujarat","Botad","92.02","115.16","169.83","202.28","220.11","188.28","69.3","103.91","75.26","116.58","100.33"
"2051","1975","3","Gujarat","Botad","100.99","117.43","165.99","203.26","246.9","118.38","58.29","0.0","0.0","55.0","82.99"
"2051","1976","3","Gujarat","Botad","83.82","108.41","158.15","199.09","254.15","31.64","0.0","0.08","8.23","91.84","53.11"
"2051","1977","3","Gujarat","Botad","93.64","113.61","167.62","209.55","239.99","86.44","0.0","12.09","0.0","50.99","72.94"
"2051","1978","3","Gujarat","Botad","89.03","107.7","165.14","194.89","242.63","36.08","17.41","0.0","93.28","122.54","101.38"
"2051","1979","3","Gujarat","Botad","103.26","116.59","181.34","202.45","239.04","69.46","91.35","0.0","33.21","83.83","29.96"
"2051","1980","3","Gujarat","Botad","95.95","116.06","174.09","194.53","247.88","4.19","0.0","0.75","50.97","116.06","96.24"
"2051","1981","3","Gujarat","Botad","96.2","112.11","137.58","197.05","245.34","150.79","0.0","0.0","1.83","34.95","48.91"
"2051","1982","3","Gujarat","Botad","93.47","110.95","162.63","199.64","200.2","185.77","0.0","23.9","105.29","131.66","35.81"
"2051","1983","3","Gujarat","Botad","103.53","119.74","174.9","206.02","253.4","69.08","0.0","0.0","9.2","43.86","69.53"
"2051","1984","3","Gujarat","Botad","97.51","126.87","170.0","203.02","241.28","150.56","0.44","0.62","6.79","126.47","97.81"
"2051","1985","3","Gujarat","Botad","106.77","115.58","174.77","208.1","237.36","192.43","28.75","9.81","106.89","104.06","96.73"
"2051","1986","3","Gujarat","Botad","108.66","122.1","180.84","213.59","255.18","19.73","119.93","58.44","131.17","148.37","115.15"
"2051","1987","3","Gujarat","Botad","111.55","120.28","177.26","226.67","240.76","182.73","122.27","46.3","147.81","144.01","114.9"
"2051","1988","3","Gujarat","Botad","102.78","126.34","179.31","211.87","258.46","163.8","0.0","15.47","0.01","51.75","70.17"
"2051","1989","3","Gujarat","Botad","90.26","108.28","159.26","204.17","235.5","93.59","0.0","3.31","74.19","125.47","100.62"
"2051","1990","3","Gujarat","Botad","100.22","120.3","171.83","207.96","241.49","170.85","44.36","0.0","9.21","48.89","79.31"
"2051","1991","3","Gujarat","Botad","92.49","108.87","160.29","196.98","232.69","181.34","0.0","41.41","103.7","125.2","102.86"
"2051","1992","3","Gujarat","Botad","92.23","116.48","169.4","194.41","244.38","182.15","0.0","8.72","0.0","52.09","85.6"
"2051","1993","3","Gujarat","Botad","98.05","120.38","174.97","214.47","255.6","177.66","0.0","49.9","25.68","105.95","100.65"
"2051","1994","3","Gujarat","Botad","99.56","123.04","180.11","208.46","247.27","133.82","0.0","1.33","0.0","51.6","89.38"
"2051","1995","3","Gujarat","Botad","105.29","123.34","175.28","199.97","236.92","188.99","0.0","77.22","60.15","145.77","115.42"
"2051","1996","3","Gujarat","Botad","115.47","133.91","187.69","209.16","249.49","112.71","0.0","16.52","31.46","69.12","84.94"
"2051","1997","3","Gujarat","Botad","93.31","111.61","168.75","182.72","224.38","85.45","5.13","0.03","0.0","89.33","86.52"
"2051","1998","3","Gujarat","Botad","98.73","116.77","165.07","203.71","236.65","108.18","0.0","0.0","5.02","33.17","56.81"
"2051","1999","3","Gujarat","Botad","89.77","112.45","165.15","187.71","235.91","68.57","1.1","101.27","86.71","75.43","98.34"
"2051","2000","3","Gujarat","Botad","96.31","111.84","169.55","212.26","235.41","136.12","0.0","15.67","55.8","113.38","91.59"
"2051","2001","3","Gujarat","Botad","95.09","110.14","171.2","186.73","235.69","37.41","0.0","28.15","116.65","117.24","104.83"
"2051","2002","3","Gujarat","Botad","103.86","122.32","170.34","202.3","255.75","101.32","124.72","6.77","92.9","137.28","98.15"
"2051","2003","3","Gujarat","Botad","102.98","119.45","166.02","202.18","240.19","132.11","0.0","0.0","33.4","80.17","79.94"
"2051","2004","3","Gujarat","Botad","85.19","109.85","160.76","208.32","227.68","96.18","3.8","0.0","31.29","59.67","79.08"
"2051","2005","3","Gujarat","Botad","87.79","109.85","161.12","183.04","213.91","62.51","0.0","0.0","0.0","46.47","59.0"
"2051","2006","3","Gujarat","Botad","81.92","102.64","102.96","186.92","234.72","93.87","0.0","0.0","0.01","44.41","55.76"
"2051","2007","3","Gujarat","Botad","85.92","102.0","148.48","184.24","223.0","88.46","0.0","0.0","0.0","47.72","63.04"
"2051","2008","3","Gujarat","Botad","87.27","104.06","157.1","182.1","232.7","141.12","0.0","2.06","0.0","47.95","71.2"
"2051","2009","3","Gujarat","Botad","89.44","105.21","158.11","190.51","225.96","120.27","0.0","14.88","44.3","97.65","73.48"
"2051","2010","3","Gujarat","Botad","87.59","105.84","163.8","197.19","237.47","126.99","0.0","0.0","0.0","43.33","28.85"
"2051","2011","3","Gujarat","Botad","83.63","101.36","154.76","186.66","228.57","119.19","0.0","0.0","7.95","52.16","74.61"
"2051","2012","3","Gujarat","Botad","84.6","105.79","151.6","181.22","217.39","156.67","80.7","29.53","0.0","60.62","72.36"
"2051","2013","3","Gujarat","Botad","87.13","101.19","144.89","174.14","219.39","69.64","0.0","10.65","0.0","28.14","49.0"
"2051","2014","3","Gujarat","Botad","92.62","98.39","146.77","168.37","207.66","171.87","0.0","1.7","0.0","39.94","52.2"
"2051","2015","3","Gujarat","Botad","79.18","98.32","136.39","182.16","210.5","46.04","0.0","88.8","18.46","125.17","88.98"
"2052","1958","3","Gujarat","Chhota Udaipur","71.23","107.45","162.6","204.32","219.0","69.86","0.0","0.0","0.0","16.15","43.57"
"2052","1959","3","Gujarat","Chhota Udaipur","72.93","101.4","163.28","194.69","236.85","92.72","0.0","0.0","0.0","11.31","39.34"
"2052","1960","3","Gujarat","Chhota Udaipur","75.63","108.14","163.74","188.62","213.6","9.22","0.0","0.0","0.0","46.88","61.76"
"2052","1961","3","Gujarat","Chhota Udaipur","102.76","109.39","181.05","187.21","202.28","116.94","0.0","0.0","0.0","38.04","51.1"
"2052","1962","3","Gujarat","Chhota Udaipur","81.32","109.24","120.02","191.4","211.55","151.8","0.0","0.0","0.0","52.9","57.42"
"2052","1963","3","Gujarat","Chhota Udaipur","100.52","120.07","167.99","192.72","232.87","137.8","0.0","0.0","0.0","34.93","42.1"
"2052","1964","3","Gujarat","Chhota Udaipur","0.0","0.0","0.98","0.0","3.38","80.42","560.86","313.25","274.39","0.82","0.43"
"2052","1965","3","Gujarat","Chhota Udaipur","3.56","0.0","0.92","0.04","0.6","89.53","458.22","223.7","39.39","0.24","0.95"
"2052","1966","3","Gujarat","Chhota Udaipur","0.36","0.0","0.52","0.01","2.54","72.89","424.91","81.1","275.77","0.93","3.45"
"2052","1967","3","Gujarat","Chhota Udaipur","0.0","0.0","11.68","0.1","0.28","176.78","534.88","271.68","221.63","2.94","0.0"
"2052","1968","3","Gujarat","Chhota Udaipur","0.0","0.02","3.74","0.01","0.0","32.97","255.72","346.79","107.01","16.51","0.16"
"2052","1969","3","Gujarat","Chhota Udaipur","72.64","87.76","152.02","183.15","209.84","79.18","0.0","0.0","0.0","45.15","48.29"
"2052","1970","3","Gujarat","Chhota Udaipur","70.12","101.31","135.15","173.28","199.1","0.0","0.0","0.0","0.0","40.87","41.28"
"2052","1971","3","Gujarat","Chhota Udaipur","62.34","93.82","135.85","190.29","188.14","35.07","0.0","0.0","0.0","43.09","44.07"
"2052","1972","3","Gujarat","Chhota Udaipur","64.82","92.63","135.86","175.07","212.08","125.43","0.0","0.0","30.09","63.02","61.66"
"2052","1973","3","Gujarat","Chhota Udaipur","81.17","110.61","153.23","185.04","228.82","110.2","0.0","0.0","0.0","42.8","45.87"
"2052","1974","3","Gujarat","Chhota Udaipur","69.18","92.89","148.54","180.44","171.82","160.99","0.0","5.76","11.3","63.25","79.07"
"2052","1975","3","Gujarat","Chhota Udaipur","90.5","110.18","158.85","197.16","237.47","41.52","0.0","0.0","0.0","9.96","39.52"
