"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"121","1958","3","Gujarat","Ahmedabad","68.43","92.02","161.81","209.36","226.86","134.98","0.0","0.91","0.0","28.01","49.91"
"121","1959","3","Gujarat","Ahmedabad","71.05","92.5","164.36","204.62","250.81","142.02","0.0","1.08","0.0","33.54","49.03"
"121","1960","3","Gujarat","Ahmedabad","76.46","105.65","166.13","203.8","233.65","81.88","1.59","37.13","51.09","142.62","116.99"
"121","1961","3","Gujarat","Ahmedabad","114.22","113.12","181.13","199.12","226.85","112.01","0.0","3.13","0.0","52.46","60.44"
"121","1962","3","Gujarat","Ahmedabad","77.62","102.03","115.58","198.1","228.37","166.4","0.01","14.27","0.4","109.25","80.46"
"121","1963","3","Gujarat","Ahmedabad","105.59","123.02","158.48","209.1","250.82","173.12","0.0","0.0","0.04","52.99","49.22"
"121","1964","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","9.21","50.8","329.09","185.02","138.32","0.0","0.07"
"121","1965","3","Gujarat","Ahmedabad","9.25","0.0","6.59","0.89","1.07","2.49","403.23","132.03","33.2","0.03","1.15"
"121","1966","3","Gujarat","Ahmedabad","0.88","0.0","0.0","0.16","2.66","75.02","283.3","29.57","197.02","0.0","0.0"
"121","1967","3","Gujarat","Ahmedabad","0.0","0.0","25.72","1.87","0.0","98.94","389.8","156.86","83.72","0.98","0.0"
"121","1968","3","Gujarat","Ahmedabad","0.99","2.08","8.4","0.0","0.0","11.26","171.07","243.42","38.38","3.87","0.08"
"121","1969","3","Gujarat","Ahmedabad","91.57","102.44","160.42","203.52","229.8","125.26","0.78","40.4","6.62","125.89","96.04"
"121","1970","3","Gujarat","Ahmedabad","90.02","111.14","153.44","192.87","226.65","24.08","1.5","0.0","0.0","42.3","44.06"
"121","1971","3","Gujarat","Ahmedabad","62.41","86.74","144.96","190.32","212.59","52.22","0.0","3.02","9.61","87.9","68.38"
"121","1972","3","Gujarat","Ahmedabad","83.09","100.69","155.61","192.67","225.78","160.0","5.7","12.47","122.25","136.71","101.54"
"121","1973","3","Gujarat","Ahmedabad","93.81","118.29","165.25","206.71","240.05","114.45","0.0","0.07","0.0","51.3","52.59"
"121","1974","3","Gujarat","Ahmedabad","73.82","98.97","157.01","201.01","187.6","179.0","61.35","87.41","83.4","116.11","98.36"
"121","1975","3","Gujarat","Ahmedabad","101.29","115.12","165.89","209.57","243.84","70.5","24.1","0.0","0.0","43.7","56.91"
"121","1976","3","Gujarat","Ahmedabad","67.52","95.77","159.05","201.34","245.68","19.39","0.0","0.0","7.06","58.58","43.46"
"121","1977","3","Gujarat","Ahmedabad","72.75","99.79","160.68","210.96","215.11","48.21","0.0","4.25","0.17","55.65","57.99"
"121","1978","3","Gujarat","Ahmedabad","75.06","91.78","156.2","190.21","231.89","68.24","1.85","0.0","61.45","95.58","86.96"
"121","1979","3","Gujarat","Ahmedabad","102.15","108.18","181.69","206.57","220.16","95.07","62.32","0.0","53.59","99.8","48.18"
"121","1980","3","Gujarat","Ahmedabad","97.9","115.05","178.01","201.38","245.96","6.16","0.0","0.16","63.49","107.36","88.06"
"121","1981","3","Gujarat","Ahmedabad","89.45","109.08","153.56","197.6","238.02","147.07","0.0","0.0","9.68","42.03","50.21"
"121","1982","3","Gujarat","Ahmedabad","78.34","99.7","157.69","196.74","174.96","179.56","0.01","9.36","104.23","124.04","51.31"
"121","1983","3","Gujarat","Ahmedabad","102.74","117.6","174.61","207.82","246.47","118.61","0.0","0.0","9.33","42.7","52.38"
"121","1984","3","Gujarat","Ahmedabad","79.33","110.78","165.75","203.59","231.21","159.63","0.0","0.0","24.21","76.98","72.45"
"121","1985","3","Gujarat","Ahmedabad","97.58","106.79","169.73","208.0","233.01","194.24","0.97","1.96","93.72","92.53","83.82"
"121","1986","3","Gujarat","Ahmedabad","105.52","119.97","179.38","218.85","246.64","16.54","84.0","28.86","134.54","149.52","115.38"
"121","1987","3","Gujarat","Ahmedabad","110.9","119.11","175.26","231.31","236.1","181.75","113.22","18.44","146.68","145.71","115.64"
"121","1988","3","Gujarat","Ahmedabad","104.53","125.6","178.87","210.85","253.8","165.28","0.0","4.22","1.8","60.18","60.09"
"121","1989","3","Gujarat","Ahmedabad","79.2","102.41","153.72","205.93","229.73","101.72","0.0","0.0","55.91","92.91","85.63"
"121","1990","3","Gujarat","Ahmedabad","94.98","113.28","171.1","211.35","225.37","172.67","4.84","0.0","2.23","48.36","59.01"
"121","1991","3","Gujarat","Ahmedabad","74.46","96.05","153.47","196.04","227.54","175.02","0.0","27.67","72.1","103.57","92.6"
"121","1992","3","Gujarat","Ahmedabad","89.3","111.33","168.69","200.75","239.16","183.28","0.0","5.93","0.0","66.24","74.05"
"121","1993","3","Gujarat","Ahmedabad","90.95","113.39","173.36","214.93","247.25","177.52","0.0","37.3","19.14","76.75","79.56"
"121","1994","3","Gujarat","Ahmedabad","89.37","116.06","176.31","208.91","241.31","113.62","0.0","0.0","0.0","53.37","65.55"
"121","1995","3","Gujarat","Ahmedabad","88.61","113.35","168.47","203.51","233.97","187.09","0.0","51.38","51.17","139.64","113.08"
"121","1996","3","Gujarat","Ahmedabad","115.96","134.7","189.77","213.32","245.32","108.34","0.0","2.54","24.39","55.75","65.01"
"121","1997","3","Gujarat","Ahmedabad","80.17","104.15","166.76","182.78","212.46","67.07","5.14","0.0","0.16","85.55","77.85"
"121","1998","3","Gujarat","Ahmedabad","98.17","113.42","166.41","206.94","232.31","101.11","0.0","0.3","0.03","38.15","50.86"
"121","1999","3","Gujarat","Ahmedabad","74.42","101.14","161.95","192.11","226.48","52.21","0.0","69.53","83.62","64.34","91.02"
"121","2000","3","Gujarat","Ahmedabad","95.93","112.56","174.09","218.92","233.55","132.63","0.0","12.2","58.65","89.38","81.68"
"121","2001","3","Gujarat","Ahmedabad","92.6","106.74","168.33","186.96","219.12","15.68","0.0","9.59","95.73","101.92","96.52"
"121","2002","3","Gujarat","Ahmedabad","101.61","122.11","168.67","206.56","253.85","85.25","107.55","14.21","74.86","142.0","98.31"
"121","2003","3","Gujarat","Ahmedabad","107.02","114.71","168.94","212.81","238.6","137.84","0.0","0.0","35.21","65.26","62.51"
"121","2004","3","Gujarat","Ahmedabad","76.81","103.62","157.37","210.62","218.09","91.61","0.26","0.0","43.72","60.97","63.86"
"121","2005","3","Gujarat","Ahmedabad","78.78","103.62","160.67","186.29","207.86","21.71","0.0","0.0","0.0","48.18","46.69"
"121","2006","3","Gujarat","Ahmedabad","62.9","87.63","112.37","187.37","226.6","77.8","0.0","0.0","0.0","46.98","46.39"
"121","2007","3","Gujarat","Ahmedabad","68.31","85.71","140.9","187.5","215.44","94.07","0.0","0.0","0.42","48.48","48.79"
"121","2008","3","Gujarat","Ahmedabad","69.93","87.79","149.85","180.86","229.21","146.09","0.0","0.02","0.0","55.45","60.71"
"121","2009","3","Gujarat","Ahmedabad","76.42","95.4","152.54","192.09","221.69","152.34","0.0","7.59","50.33","81.8","70.55"
"121","2010","3","Gujarat","Ahmedabad","84.09","103.08","161.37","202.16","234.19","123.44","0.0","0.0","0.0","45.96","35.5"
"121","2011","3","Gujarat","Ahmedabad","63.41","84.46","146.43","185.92","220.84","149.87","0.0","0.0","12.75","57.24","59.27"
"121","2012","3","Gujarat","Ahmedabad","72.81","96.13","147.51","181.09","206.84","153.28","62.68","3.12","0.0","63.51","57.95"
"121","2013","3","Gujarat","Ahmedabad","75.46","94.82","137.54","170.2","210.43","65.14","0.0","2.83","0.0","27.91","45.48"
"121","2014","3","Gujarat","Ahmedabad","70.43","79.2","136.82","161.59","193.96","187.85","0.0","5.12","0.0","42.73","44.75"
"121","2015","3","Gujarat","Ahmedabad","57.76","79.92","127.93","164.89","196.0","44.08","0.0","55.81","23.01","103.3","77.57"
"122","1958","3","Gujarat","Amreli","92.35","108.08","171.84","194.81","216.17","118.64","0.0","0.29","0.0","26.1","50.03"
"122","1959","3","Gujarat","Amreli","95.68","109.15","168.16","198.66","228.66","90.3","0.0","12.62","0.22","29.09","53.1"
"122","1960","3","Gujarat","Amreli","101.41","121.99","168.07","190.06","221.23","45.74","0.0","62.83","41.22","130.78","108.29"
"122","1961","3","Gujarat","Amreli","113.2","113.73","175.26","186.47","217.9","117.35","0.0","6.14","0.0","40.05","68.02"
"122","1962","3","Gujarat","Amreli","93.14","116.06","127.41","192.55","215.84","153.65","0.0","18.55","0.39","91.72","80.12"
"122","1963","3","Gujarat","Amreli","107.82","119.66","168.14","197.45","231.69","137.31","0.0","0.0","26.88","67.34","68.82"
"122","1964","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","5.68","142.6","257.68","208.73","162.1","0.0","0.03"
"122","1965","3","Gujarat","Amreli","0.48","0.0","1.15","0.15","1.29","1.92","282.92","140.7","113.34","0.66","3.91"
"122","1966","3","Gujarat","Amreli","0.04","0.0","0.0","0.1","2.58","105.32","187.13","17.68","116.22","0.05","0.0"
"122","1967","3","Gujarat","Amreli","0.0","0.0","0.59","0.34","0.0","99.53","301.54","52.31","43.76","0.48","0.0"
"122","1968","3","Gujarat","Amreli","0.17","0.18","1.24","0.0","0.0","16.31","179.74","212.63","64.37","16.38","0.32"
"122","1969","3","Gujarat","Amreli","102.93","109.38","162.91","190.26","225.4","108.67","0.0","59.59","62.44","128.99","104.1"
"122","1970","3","Gujarat","Amreli","97.32","118.66","157.62","186.96","215.06","55.92","0.0","0.0","0.0","32.7","55.4"
"122","1971","3","Gujarat","Amreli","90.69","109.91","159.82","190.94","213.21","67.91","0.0","4.08","0.69","82.45","83.93"
"122","1972","3","Gujarat","Amreli","94.93","108.55","160.47","184.94","218.95","104.14","5.0","78.34","125.65","137.48","108.65"
"122","1973","3","Gujarat","Amreli","102.59","121.44","164.26","198.01","234.37","130.33","0.0","25.11","2.97","91.84","88.39"
"122","1974","3","Gujarat","Amreli","98.78","119.27","170.39","196.11","202.46","175.07","42.37","94.7","83.68","104.59","103.9"
"122","1975","3","Gujarat","Amreli","104.93","118.46","165.26","193.89","226.0","88.41","49.91","2.2","0.2","58.3","96.04"
"122","1976","3","Gujarat","Amreli","94.14","111.89","161.02","190.39","231.29","41.44","0.0","10.77","23.09","121.23","75.34"
"122","1977","3","Gujarat","Amreli","101.85","118.8","169.69","199.71","218.76","74.03","0.0","20.61","0.1","62.77","82.0"
"122","1978","3","Gujarat","Amreli","93.72","114.13","165.74","186.92","224.62","0.02","20.95","1.63","77.37","99.53","98.4"
"122","1979","3","Gujarat","Amreli","103.12","114.74","173.12","191.88","226.34","21.5","83.01","0.0","23.48","59.54","31.26"
"122","1980","3","Gujarat","Amreli","97.55","115.57","169.75","186.88","224.78","0.0","0.0","4.28","38.07","96.46","94.34"
"122","1981","3","Gujarat","Amreli","102.39","113.69","144.3","187.74","223.87","118.28","0.0","1.15","4.98","28.1","48.63"
"122","1982","3","Gujarat","Amreli","97.4","111.14","160.95","192.24","183.19","170.3","0.0","15.66","65.47","118.7","34.68"
"122","1983","3","Gujarat","Amreli","104.6","117.92","169.48","192.36","232.06","2.31","0.0","0.0","5.78","35.48","63.82"
"122","1984","3","Gujarat","Amreli","100.42","126.7","168.72","195.21","222.43","117.5","0.54","8.98","0.54","110.62","95.07"
"122","1985","3","Gujarat","Amreli","105.61","118.63","173.05","198.06","206.62","170.13","46.83","17.46","96.71","87.77","101.09"
"122","1986","3","Gujarat","Amreli","111.78","123.08","178.06","203.59","236.05","0.03","99.85","48.97","115.12","140.03","109.53"
"122","1987","3","Gujarat","Amreli","115.41","121.66","175.77","215.25","221.38","159.71","101.66","41.05","138.73","139.13","115.36"
"122","1988","3","Gujarat","Amreli","107.1","127.05","177.4","201.5","236.14","132.14","0.0","18.84","0.0","46.89","72.24"
"122","1989","3","Gujarat","Amreli","97.36","109.89","163.82","196.46","217.89","46.02","0.0","20.05","57.37","116.85","99.55"
"122","1990","3","Gujarat","Amreli","105.5","119.87","168.7","198.41","213.01","135.41","48.97","0.0","21.82","60.91","90.84"
"122","1991","3","Gujarat","Amreli","100.65","112.66","162.91","190.72","216.63","168.92","0.0","42.15","98.23","123.06","102.27"
"122","1992","3","Gujarat","Amreli","100.61","117.0","166.04","186.77","224.66","151.74","0.0","1.8","0.0","45.82","79.7"
"122","1993","3","Gujarat","Amreli","103.9","122.18","172.3","202.94","234.05","148.72","0.0","61.03","26.47","90.22","105.54"
"122","1994","3","Gujarat","Amreli","106.56","123.3","178.32","199.27","225.39","124.25","0.0","13.8","0.0","49.27","85.81"
"122","1995","3","Gujarat","Amreli","107.69","121.04","174.27","192.42","216.79","170.37","0.0","55.81","52.61","132.65","109.25"
"122","1996","3","Gujarat","Amreli","114.1","129.26","183.33","199.16","225.12","64.14","0.0","23.68","39.2","69.22","90.74"
"122","1997","3","Gujarat","Amreli","99.32","114.03","170.54","176.6","210.96","56.12","0.0","4.14","0.0","71.49","85.01"
"122","1998","3","Gujarat","Amreli","98.6","115.41","164.69","194.71","220.97","67.05","0.0","0.0","20.14","16.65","52.88"
"122","1999","3","Gujarat","Amreli","92.44","111.68","163.57","180.09","216.34","44.74","9.78","95.21","76.7","73.94","105.35"
"122","2000","3","Gujarat","Amreli","102.13","113.39","167.02","198.64","215.42","98.47","0.0","11.78","54.46","105.72","94.52"
"122","2001","3","Gujarat","Amreli","98.84","112.02","168.99","183.02","201.39","19.28","0.0","27.36","100.85","103.17","103.63"
"122","2002","3","Gujarat","Amreli","107.04","121.18","170.65","192.35","230.99","79.81","121.94","0.32","97.0","131.66","100.91"
"122","2003","3","Gujarat","Amreli","103.95","117.82","164.85","190.99","219.44","92.14","0.0","0.0","32.77","79.93","84.23"
"122","2004","3","Gujarat","Amreli","91.81","111.19","164.05","195.38","210.36","55.47","6.28","0.0","20.04","48.11","76.13"
"122","2005","3","Gujarat","Amreli","92.22","111.19","161.19","178.04","200.02","74.84","0.0","3.4","0.0","48.4","69.72"
"122","2006","3","Gujarat","Amreli","90.81","109.73","127.97","179.65","217.78","71.58","0.0","0.0","5.22","43.83","64.94"
"122","2007","3","Gujarat","Amreli","92.98","107.35","155.59","180.63","208.2","49.2","0.0","2.21","0.0","48.58","72.47"
"122","2008","3","Gujarat","Amreli","93.5","108.91","161.85","178.04","212.81","102.25","0.0","10.54","0.0","48.41","76.54"
"122","2009","3","Gujarat","Amreli","99.09","110.41","161.69","188.86","209.95","61.47","0.0","14.44","41.61","93.14","68.39"
"122","2010","3","Gujarat","Amreli","95.84","109.92","164.6","188.86","220.32","104.29","0.0","0.0","0.0","39.76","23.48"
"122","2011","3","Gujarat","Amreli","92.67","105.55","157.82","185.88","210.86","40.64","0.0","0.0","4.67","49.2","78.48"
"122","2012","3","Gujarat","Amreli","91.59","108.54","155.03","175.41","204.56","140.92","74.72","47.65","0.0","83.26","84.24"
"122","2013","3","Gujarat","Amreli","96.36","108.32","155.83","173.88","207.39","32.5","0.0","16.7","0.05","29.96","60.37"
"122","2014","3","Gujarat","Amreli","104.49","106.31","151.4","171.24","199.12","134.45","0.0","0.0","0.0","33.93","54.54"
"122","2015","3","Gujarat","Amreli","90.92","106.48","146.1","178.47","202.37","15.24","0.0","96.05","16.28","129.6","98.29"
"123","1958","3","Gujarat","Banaskantha","83.16","106.97","166.59","208.34","243.29","191.84","0.6","29.1","0.0","31.29","62.16"
"123","1959","3","Gujarat","Banaskantha","88.83","106.99","167.46","200.23","269.8","194.21","0.0","3.7","0.0","44.39","65.94"
"123","1960","3","Gujarat","Banaskantha","88.66","110.15","161.35","193.98","239.73","158.97","27.08","49.43","104.01","137.92","104.13"
"123","1961","3","Gujarat","Banaskantha","103.14","104.08","170.57","187.02","234.18","143.77","0.0","16.73","0.0","48.14","72.28"
"123","1962","3","Gujarat","Banaskantha","79.15","101.36","89.12","187.08","229.6","196.43","8.25","28.07","12.57","108.26","82.69"
"123","1963","3","Gujarat","Banaskantha","106.85","124.01","176.06","209.45","259.77","211.23","34.48","5.7","0.0","52.85","68.52"
"123","1964","3","Gujarat","Banaskantha","0.04","0.0","0.0","0.0","1.79","27.28","282.08","183.92","97.49","0.2","0.0"
"123","1965","3","Gujarat","Banaskantha","11.51","0.01","12.8","0.71","0.42","1.26","357.09","100.68","24.03","0.0","0.1"
"123","1966","3","Gujarat","Banaskantha","0.47","0.05","0.0","0.0","1.19","43.54","196.59","25.42","217.92","0.19","0.0"
"123","1967","3","Gujarat","Banaskantha","0.0","0.0","59.78","0.02","0.03","53.23","364.86","124.73","112.12","4.68","0.0"
"123","1968","3","Gujarat","Banaskantha","0.75","0.58","13.29","0.0","0.02","1.25","155.33","133.5","16.68","0.8","0.0"
"123","1969","3","Gujarat","Banaskantha","97.56","101.18","163.9","205.05","237.24","188.73","26.21","69.03","81.44","131.04","91.33"
"123","1970","3","Gujarat","Banaskantha","87.59","105.48","149.56","192.56","251.24","143.98","43.44","0.0","0.0","39.07","55.35"
"123","1971","3","Gujarat","Banaskantha","75.03","97.77","147.35","195.22","241.8","140.92","0.0","18.1","25.98","96.61","68.1"
"123","1972","3","Gujarat","Banaskantha","85.5","99.42","155.56","194.65","236.57","184.4","37.09","22.37","131.97","128.95","92.19"
"123","1973","3","Gujarat","Banaskantha","86.34","115.51","160.16","200.99","258.34","152.65","1.67","0.0","0.0","52.13","63.75"
"123","1974","3","Gujarat","Banaskantha","81.94","105.53","156.57","205.04","223.19","214.93","98.93","100.02","109.91","118.73","89.86"
"123","1975","3","Gujarat","Banaskantha","92.67","108.42","163.68","200.71","265.33","104.47","4.21","0.0","0.0","35.48","57.97"
"123","1976","3","Gujarat","Banaskantha","74.8","103.69","164.71","205.19","272.73","155.27","3.18","0.0","12.13","90.75","69.21"
"123","1977","3","Gujarat","Banaskantha","80.92","108.83","165.25","222.84","244.45","105.54","0.0","10.73","5.73","74.69","78.89"
"123","1978","3","Gujarat","Banaskantha","82.58","95.19","158.55","195.52","255.0","143.83","0.24","0.03","76.05","112.16","88.07"
"123","1979","3","Gujarat","Banaskantha","104.04","108.88","176.28","204.38","222.07","175.69","57.89","0.0","97.11","119.9","74.35"
"123","1980","3","Gujarat","Banaskantha","101.91","111.05","173.65","205.19","271.56","77.39","3.84","21.0","110.44","134.53","98.19"
"123","1981","3","Gujarat","Banaskantha","87.72","111.62","140.9","195.01","256.61","208.83","1.31","0.0","13.74","73.73","60.05"
"123","1982","3","Gujarat","Banaskantha","91.52","106.87","159.81","205.95","207.02","211.17","0.0","25.84","106.12","125.49","67.48"
"123","1983","3","Gujarat","Banaskantha","97.84","111.92","175.81","215.02","260.04","192.43","0.22","0.29","22.86","82.01","73.55"
"123","1984","3","Gujarat","Banaskantha","94.3","112.89","166.66","207.74","252.91","210.96","21.6","0.0","22.25","83.32","77.34"
"123","1985","3","Gujarat","Banaskantha","98.95","106.79","164.04","207.44","245.95","209.82","34.29","13.89","120.93","117.64","89.08"
"123","1986","3","Gujarat","Banaskantha","102.65","116.03","171.77","219.8","263.93","157.56","57.53","29.73","141.0","147.11","106.34"
"123","1987","3","Gujarat","Banaskantha","100.79","114.4","150.15","216.29","247.81","204.24","142.03","77.33","156.52","148.25","110.54"
"123","1988","3","Gujarat","Banaskantha","99.52","121.69","177.98","215.32","275.4","202.5","0.0","0.79","15.44","88.42","80.47"
"123","1989","3","Gujarat","Banaskantha","83.91","107.06","158.06","203.14","239.84","177.56","0.0","3.06","64.91","111.77","93.35"
"123","1990","3","Gujarat","Banaskantha","95.95","109.92","168.29","213.61","248.19","210.52","47.26","0.0","0.0","51.75","78.38"
"123","1991","3","Gujarat","Banaskantha","85.22","106.39","155.76","193.06","241.91","208.95","8.44","68.8","97.44","126.48","99.43"
"123","1992","3","Gujarat","Banaskantha","86.09","105.46","161.97","196.17","238.36","213.38","0.0","4.16","0.26","58.13","74.74"
"123","1993","3","Gujarat","Banaskantha","91.78","107.56","165.32","206.8","262.11","195.74","0.0","47.24","40.6","110.33","79.28"
"123","1994","3","Gujarat","Banaskantha","91.48","114.15","167.05","210.1","257.98","168.42","0.0","0.0","0.0","60.34","84.0"
"123","1995","3","Gujarat","Banaskantha","95.95","112.61","168.43","205.26","245.25","214.07","0.0","39.03","74.33","121.93","101.99"
"123","1996","3","Gujarat","Banaskantha","110.29","125.52","184.16","212.81","261.49","131.23","1.88","9.76","46.48","100.41","85.04"
"123","1997","3","Gujarat","Banaskantha","84.04","110.91","158.48","190.53","236.03","125.4","46.6","0.03","6.85","80.44","83.09"
"123","1998","3","Gujarat","Banaskantha","93.0","106.97","153.35","200.58","241.32","152.04","0.73","26.56","1.42","61.03","70.99"
"123","1999","3","Gujarat","Banaskantha","86.98","112.3","162.63","192.88","248.44","158.26","27.73","77.5","117.36","75.62","90.45"
"123","2000","3","Gujarat","Banaskantha","96.77","110.96","173.03","226.76","258.02","208.68","0.0","29.35","101.56","121.48","93.81"
"123","2001","3","Gujarat","Banaskantha","92.26","105.17","161.5","186.6","251.98","99.05","0.0","26.16","101.56","107.78","90.0"
"123","2002","3","Gujarat","Banaskantha","89.25","109.12","161.33","199.92","267.0","167.02","129.8","72.66","96.99","146.4","97.26"
"123","2003","3","Gujarat","Banaskantha","95.27","111.43","166.17","212.86","259.0","179.35","0.0","0.0","42.62","101.77","83.5"
"123","2004","3","Gujarat","Banaskantha","82.85","104.89","152.93","210.2","247.23","153.51","41.21","0.4","85.04","94.79","78.18"
"123","2005","3","Gujarat","Banaskantha","83.8","104.89","162.29","184.46","220.92","136.1","5.04","21.09","0.0","58.79","65.79"
"123","2006","3","Gujarat","Banaskantha","78.87","99.19","93.98","192.61","254.34","159.28","3.93","0.0","0.0","56.24","65.3"
"123","2007","3","Gujarat","Banaskantha","80.8","101.45","127.01","184.45","234.39","149.81","0.08","2.73","8.67","71.77","67.67"
"123","2008","3","Gujarat","Banaskantha","81.15","93.34","152.67","187.88","265.62","167.04","15.14","1.86","14.57","106.05","81.17"
"123","2009","3","Gujarat","Banaskantha","86.37","100.02","148.69","185.83","238.72","186.02","0.0","16.25","69.02","110.7","79.89"
"123","2010","3","Gujarat","Banaskantha","83.33","103.0","156.56","198.36","249.23","161.58","0.0","0.0","0.0","52.99","42.99"
"123","2011","3","Gujarat","Banaskantha","75.36","97.67","151.23","183.1","240.47","202.83","5.74","0.0","4.92","62.36","68.07"
"123","2012","3","Gujarat","Banaskantha","77.97","97.01","148.76","177.06","218.15","188.34","79.31","7.81","0.0","53.68","61.97"
"123","2013","3","Gujarat","Banaskantha","74.78","98.57","119.71","167.25","220.84","120.36","0.1","0.07","0.89","41.0","57.18"
"123","2014","3","Gujarat","Banaskantha","88.25","92.44","142.16","163.69","211.25","208.97","1.13","28.05","0.0","50.56","69.2"
"123","2015","3","Gujarat","Banaskantha","72.89","95.68","139.51","180.45","215.28","117.26","0.0","25.87","36.81","100.57","76.69"
"124","1958","3","Gujarat","Bharuch","73.93","107.4","175.37","208.78","222.13","81.38","0.0","0.0","0.0","26.96","51.89"
"124","1959","3","Gujarat","Bharuch","74.14","105.54","169.54","207.74","235.86","48.72","0.0","0.0","0.0","24.1","49.53"
"124","1960","3","Gujarat","Bharuch","81.32","121.68","174.9","201.6","222.53","32.1","0.0","6.01","12.21","93.9","99.45"
"124","1961","3","Gujarat","Bharuch","118.5","119.47","187.52","198.49","215.81","96.98","0.0","0.0","0.0","43.75","57.75"
"124","1962","3","Gujarat","Bharuch","84.11","118.46","157.41","199.39","218.2","145.55","0.0","15.03","0.0","78.61","75.18"
"124","1963","3","Gujarat","Bharuch","104.03","126.91","187.02","204.59","230.95","108.81","0.0","0.0","0.09","46.46","46.55"
"124","1964","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","2.28","81.12","544.07","272.62","178.9","0.35","0.37"
"124","1965","3","Gujarat","Bharuch","4.89","0.0","0.36","0.48","0.96","84.35","451.77","194.4","21.66","0.02","2.36"
"124","1966","3","Gujarat","Bharuch","0.33","0.0","0.0","0.32","0.89","133.13","389.43","60.71","189.57","0.58","0.74"
"124","1967","3","Gujarat","Bharuch","0.0","0.0","1.02","0.99","0.16","152.26","445.33","196.38","106.55","1.57","0.0"
"124","1968","3","Gujarat","Bharuch","0.09","1.77","0.65","0.0","0.0","35.6","279.35","318.32","63.43","17.59","0.53"
"124","1969","3","Gujarat","Bharuch","86.88","105.49","166.18","200.42","217.96","83.27","0.0","12.47","0.0","64.57","68.09"
"124","1970","3","Gujarat","Bharuch","81.77","115.39","162.71","191.12","210.84","0.01","0.0","0.0","0.0","46.4","51.41"
"124","1971","3","Gujarat","Bharuch","71.43","104.8","155.87","196.3","193.99","32.11","0.0","0.0","0.0","62.44","61.71"
"124","1972","3","Gujarat","Bharuch","80.97","107.86","158.89","189.16","217.81","132.82","0.67","11.02","87.87","123.7","102.55"
"124","1973","3","Gujarat","Bharuch","102.0","123.33","171.84","204.1","230.26","106.88","0.0","0.0","0.0","48.89","54.84"
"124","1974","3","Gujarat","Bharuch","79.0","111.46","167.13","197.1","192.73","166.05","5.69","52.44","54.84","106.41","107.27"
"124","1975","3","Gujarat","Bharuch","108.07","125.84","171.78","207.66","233.44","51.65","5.18","0.0","0.0","19.97","50.42"
"124","1976","3","Gujarat","Bharuch","67.01","100.35","166.45","198.39","228.71","0.0","0.0","0.0","0.76","53.08","36.69"
"124","1977","3","Gujarat","Bharuch","74.72","106.96","169.05","204.85","207.58","29.19","0.0","1.41","3.05","54.11","57.74"
"124","1978","3","Gujarat","Bharuch","80.7","105.89","163.61","195.02","225.13","22.27","0.0","0.0","36.58","72.46","75.51"
"124","1979","3","Gujarat","Bharuch","107.12","118.55","187.63","211.31","217.52","66.71","12.18","0.0","25.44","65.54","34.39"
"124","1980","3","Gujarat","Bharuch","92.87","121.31","182.59","204.01","234.23","9.8","0.0","0.0","47.24","84.03","85.35"
"124","1981","3","Gujarat","Bharuch","98.31","119.19","178.87","199.09","226.22","49.17","0.0","0.0","0.12","28.3","50.38"
"124","1982","3","Gujarat","Bharuch","75.67","108.32","167.37","203.47","179.91","158.45","0.0","0.1","56.68","88.4","57.69"
"124","1983","3","Gujarat","Bharuch","105.53","126.35","180.12","210.52","234.84","24.43","0.0","0.0","0.37","29.25","51.27"
"124","1984","3","Gujarat","Bharuch","78.73","121.38","173.65","202.27","219.41","64.39","0.0","0.0","2.11","58.71","66.65"
"124","1985","3","Gujarat","Bharuch","99.17","116.86","178.62","208.21","225.16","171.06","0.0","0.0","52.65","54.86","78.64"
"124","1986","3","Gujarat","Bharuch","109.21","130.12","190.6","217.6","245.8","0.31","30.53","3.49","83.15","125.38","110.75"
"124","1987","3","Gujarat","Bharuch","117.98","129.43","188.24","234.05","223.22","142.94","39.71","0.0","92.64","110.32","110.09"
"124","1988","3","Gujarat","Bharuch","110.71","136.7","187.95","211.09","238.91","89.97","0.0","0.53","0.0","46.16","56.15"
"124","1989","3","Gujarat","Bharuch","84.69","113.01","161.51","206.44","222.53","29.16","0.0","0.0","28.21","67.97","75.34"
"124","1990","3","Gujarat","Bharuch","100.71","122.89","179.21","213.57","213.35","120.22","0.0","0.0","0.4","43.7","58.94"
"124","1991","3","Gujarat","Bharuch","83.5","112.06","171.24","202.42","219.77","123.01","0.0","10.8","51.66","83.67","87.9"
"124","1992","3","Gujarat","Bharuch","99.0","121.96","177.17","203.82","229.91","146.08","0.0","0.0","0.0","54.33","68.32"
