"Dist Code","Year","State Code","State Name","Dist Name","JANUARY MINIMUM (Centigrate)","FEBRUARY MINIMUM (Centigrate)","MARCH MINIMUM (Centigrate)","APRIL MINIMUM (Centigrate)","MAY MINIMUM (Centigrate)","JUNE MINIMUM (Centigrate)","JULY MINIMUM (Centigrate)","AUGUST MINIMUM (Centigrate)","SEPTEMBER MINIMUM (Centigrate)","OCTOBER MINIMUM (Centigrate)","NOVEMBER MINIMUM (Centigrate)","DECEMBER MINIMUM (Centigrate)"
"121","1958","3","Gujarat","Ahmedabad","12.83","14.24","18.78","23.6","26.71","27.48","25.78","25.37","23.9","20.92","16.35","13.77"
"121","1959","3","Gujarat","Ahmedabad","11.65","13.74","18.68","23.31","26.96","27.23","24.56","24.08","23.4","21.31","15.73","12.72"
"121","1960","3","Gujarat","Ahmedabad","10.74","14.05","17.67","21.82","25.69","26.61","25.68","24.07","24.16","20.74","15.39","13.49"
"121","1961","3","Gujarat","Ahmedabad","11.64","12.61","19.08","21.94","25.94","26.06","25.01","24.78","23.38","20.34","16.12","11.62"
"121","1962","3","Gujarat","Ahmedabad","9.09","13.89","17.77","22.48","26.12","26.7","25.34","24.33","23.61","18.75","15.78","13.59"
"121","1963","3","Gujarat","Ahmedabad","11.09","14.55","18.18","22.22","25.65","26.8","25.45","24.36","22.97","21.0","17.29","13.13"
"121","1964","3","Gujarat","Ahmedabad","9.05","12.83","18.62","23.12","25.91","26.15","25.02","24.2","23.43","20.14","14.68","11.52"
"121","1965","3","Gujarat","Ahmedabad","12.82","14.04","17.68","21.76","25.38","26.76","25.37","24.29","23.57","20.81","16.0","12.67"
"121","1966","3","Gujarat","Ahmedabad","12.13","15.53","17.18","21.88","25.64","26.92","25.84","24.65","23.44","21.32","17.58","12.04"
"121","1967","3","Gujarat","Ahmedabad","9.39","14.03","18.66","21.84","25.64","26.01","25.43","24.45","23.56","20.45","16.18","14.63"
"121","1968","3","Gujarat","Ahmedabad","10.68","12.49","17.74","21.56","24.71","27.24","25.96","24.19","23.75","20.46","15.9","12.63"
"121","1969","3","Gujarat","Ahmedabad","12.28","14.19","20.03","22.93","26.46","27.25","25.92","24.11","24.28","20.73","18.53","12.76"
"121","1970","3","Gujarat","Ahmedabad","11.65","14.38","18.31","23.32","26.95","26.53","25.29","24.59","23.62","21.22","14.08","10.54"
"121","1971","3","Gujarat","Ahmedabad","10.91","12.62","17.25","23.64","26.05","26.81","25.42","24.59","23.86","20.63","15.24","11.59"
"121","1972","3","Gujarat","Ahmedabad","10.53","11.84","18.26","21.86","25.81","27.24","25.83","24.97","23.36","20.98","15.56","12.84"
"121","1973","3","Gujarat","Ahmedabad","10.05","14.64","18.34","23.87","27.02","27.39","24.81","24.21","23.24","20.68","14.48","12.42"
"121","1974","3","Gujarat","Ahmedabad","10.04","12.35","18.93","23.32","25.7","27.0","26.46","25.2","24.62","22.55","14.43","12.32"
"121","1975","3","Gujarat","Ahmedabad","10.02","13.45","17.12","22.59","26.12","26.45","25.36","24.51","23.66","21.54","14.35","11.31"
"121","1976","3","Gujarat","Ahmedabad","11.35","13.85","18.08","22.14","25.66","26.49","25.46","23.93","22.96","20.94","18.85","13.64"
"121","1977","3","Gujarat","Ahmedabad","11.1","14.75","19.91","23.85","26.57","26.54","25.13","24.67","23.64","21.67","19.33","13.88"
"121","1978","3","Gujarat","Ahmedabad","11.21","14.66","18.08","23.33","26.77","26.7","24.93","24.61","24.0","21.14","18.19","13.56"
"121","1979","3","Gujarat","Ahmedabad","12.92","13.51","17.37","22.26","25.3","27.97","26.39","24.16","24.2","22.11","19.56","14.71"
"121","1980","3","Gujarat","Ahmedabad","12.47","15.16","19.35","22.95","26.56","25.82","25.87","24.37","23.91","21.86","17.4","13.05"
"121","1981","3","Gujarat","Ahmedabad","11.95","14.1","18.7","23.02","26.23","28.02","25.7","24.3","24.38","21.46","15.01","13.02"
"121","1982","3","Gujarat","Ahmedabad","13.1","14.85","17.54","22.54","25.63","27.46","26.16","24.84","23.91","22.24","18.04","14.05"
"121","1983","3","Gujarat","Ahmedabad","11.33","13.65","18.17","21.27","26.32","27.52","25.77","24.99","24.55","20.91","13.99","12.51"
"121","1984","3","Gujarat","Ahmedabad","10.89","12.55","19.0","23.75","26.57","26.93","25.07","23.45","22.82","20.45","15.07","12.44"
"121","1985","3","Gujarat","Ahmedabad","11.38","13.85","19.36","22.51","26.52","27.1","25.56","24.03","23.96","20.39","15.75","13.79"
"121","1986","3","Gujarat","Ahmedabad","12.16","14.73","18.72","23.21","26.63","26.86","25.6","23.59","23.83","21.03","16.98","11.63"
"121","1987","3","Gujarat","Ahmedabad","12.45","15.1","19.34","23.0","25.8","27.61","26.31","25.56","24.82","22.58","17.73","13.85"
"121","1988","3","Gujarat","Ahmedabad","13.39","16.13","18.95","24.05","27.23","27.79","25.27","24.87","24.66","20.8","15.96","13.19"
"121","1989","3","Gujarat","Ahmedabad","10.4","13.04","18.34","21.96","25.95","26.41","25.06","24.14","24.01","20.64","17.18","13.17"
"121","1990","3","Gujarat","Ahmedabad","11.91","14.94","18.18","22.74","26.67","27.15","25.48","24.03","23.68","21.21","17.07","13.52"
"121","1991","3","Gujarat","Ahmedabad","10.32","13.84","18.72","23.11","26.62","27.79","25.35","24.26","23.46","19.8","16.75","12.99"
"121","1992","3","Gujarat","Ahmedabad","11.24","13.2","18.29","22.03","26.58","28.44","26.17","24.76","23.03","21.59","16.61","13.63"
"121","1993","3","Gujarat","Ahmedabad","12.2","14.55","18.67","22.88","27.15","28.3","26.05","25.53","24.93","22.7","17.84","13.64"
"121","1994","3","Gujarat","Ahmedabad","13.07","14.22","19.56","22.81","26.98","27.26","24.96","24.87","23.83","21.05","17.06","12.02"
"121","1995","3","Gujarat","Ahmedabad","10.85","15.06","18.37","22.28","26.99","28.6","26.32","25.59","24.55","22.59","15.98","13.57"
"121","1996","3","Gujarat","Ahmedabad","12.56","15.33","20.56","23.02","26.72","27.48","26.06","24.46","23.93","21.3","15.04","12.66"
"121","1997","3","Gujarat","Ahmedabad","10.85","13.26","18.89","22.0","25.59","25.9","26.11","24.75","24.11","20.09","18.55","13.82"
"121","1998","3","Gujarat","Ahmedabad","12.06","14.25","18.38","24.22","27.7","28.06","26.18","25.45","24.88","22.69","17.19","12.9"
"121","1999","3","Gujarat","Ahmedabad","11.09","15.69","18.83","23.43","26.5","26.87","25.79","24.64","24.67","21.35","16.58","12.37"
"121","2000","3","Gujarat","Ahmedabad","12.06","13.64","17.8","23.84","26.29","27.45","25.42","25.08","24.18","22.46","16.68","12.48"
"121","2001","3","Gujarat","Ahmedabad","11.75","15.04","18.89","23.46","26.3","26.18","24.44","24.48","24.7","22.0","17.32","14.04"
"121","2002","3","Gujarat","Ahmedabad","11.52","14.7","19.8","24.06","27.46","27.55","26.58","24.74","24.18","23.22","18.03","14.49"
"121","2003","3","Gujarat","Ahmedabad","13.21","15.49","18.97","23.79","26.7","27.1","25.1","24.54","23.47","21.3","17.8","12.97"
"121","2004","3","Gujarat","Ahmedabad","12.06","14.92","20.84","23.64","26.57","26.71","25.97","23.96","24.79","20.29","18.07","14.14"
"121","2005","3","Gujarat","Ahmedabad","10.63","14.02","18.96","23.0","26.76","27.64","26.05","24.72","23.67","21.01","16.44","11.71"
"121","2006","3","Gujarat","Ahmedabad","12.12","17.43","18.46","22.73","26.76","27.06","25.3","23.68","23.92","21.61","17.15","13.78"
"121","2007","3","Gujarat","Ahmedabad","12.38","15.96","18.9","24.13","26.77","27.42","25.83","24.73","24.2","20.82","17.68","13.0"
"121","2008","3","Gujarat","Ahmedabad","10.77","12.34","19.56","22.98","26.0","26.62","25.82","24.22","23.83","21.74","17.25","15.01"
"121","2009","3","Gujarat","Ahmedabad","13.31","16.0","19.84","24.25","26.74","28.16","25.67","25.89","25.52","21.87","17.29","14.17"
"121","2010","3","Gujarat","Ahmedabad","12.77","15.63","20.69","24.78","28.52","28.45","25.62","24.72","23.81","22.33","17.06","11.94"
"121","2011","3","Gujarat","Ahmedabad","10.97","14.84","19.27","23.62","26.48","27.69","25.74","24.56","23.32","21.83","18.66","13.69"
"121","2012","3","Gujarat","Ahmedabad","10.67","13.42","17.96","23.19","26.39","27.51","26.66","24.99","23.45","21.56","16.12","14.02"
"121","2013","3","Gujarat","Ahmedabad","11.15","15.11","19.23","22.38","27.25","26.21","24.86","24.36","24.52","20.69","16.12","12.51"
"121","2014","3","Gujarat","Ahmedabad","18.2","13.83","18.31","23.13","26.91","28.95","27.01","25.54","23.88","22.6","18.91","12.9"
"121","2015","3","Gujarat","Ahmedabad","18.2","13.83","18.31","23.13","26.91","28.95","27.01","25.54","23.88","22.6","18.17","12.71"
"122","1958","3","Gujarat","Amreli","14.46","16.23","20.34","25.24","28.22","28.18","26.3","25.68","24.13","22.28","18.3","15.6"
"122","1959","3","Gujarat","Amreli","13.69","15.92","20.58","25.57","28.64","27.65","25.09","24.75","23.74","22.46","17.69","14.97"
"122","1960","3","Gujarat","Amreli","12.7","16.06","19.54","24.02","27.59","27.33","26.32","24.43","24.4","21.89","17.72","15.43"
"122","1961","3","Gujarat","Amreli","13.48","14.55","20.75","24.0","27.35","26.55","25.43","25.12","23.64","21.71","17.92","13.92"
"122","1962","3","Gujarat","Amreli","10.89","15.55","19.37","24.49","27.56","27.55","25.88","24.74","23.8","20.48","17.83","15.71"
"122","1963","3","Gujarat","Amreli","13.35","16.36","20.03","24.2","27.11","27.12","25.88","24.58","23.36","22.39","18.86","15.21"
"122","1964","3","Gujarat","Amreli","11.09","14.34","19.92","24.9","27.61","26.63","25.43","24.58","23.66","21.3","16.88","13.3"
"122","1965","3","Gujarat","Amreli","14.38","16.02","19.44","23.68","26.66","27.14","25.77","24.85","23.96","21.52","17.45","14.88"
"122","1966","3","Gujarat","Amreli","13.87","17.09","19.18","23.76","27.26","27.35","26.46","25.17","23.89","22.61","19.14","14.49"
"122","1967","3","Gujarat","Amreli","11.63","15.79","20.55","23.91","27.26","26.68","25.98","24.98","23.98","21.77","17.46","16.41"
"122","1968","3","Gujarat","Amreli","12.37","14.55","19.66","23.49","26.29","27.58","26.41","24.79","24.19","21.38","17.73","14.55"
"122","1969","3","Gujarat","Amreli","13.78","15.88","21.03","24.82","28.0","27.6","26.3","24.45","24.41","22.19","20.19","15.28"
"122","1970","3","Gujarat","Amreli","13.04","15.96","19.69","25.05","28.11","27.12","26.06","24.97","23.92","22.41","16.07","12.14"
"122","1971","3","Gujarat","Amreli","12.46","14.95","19.59","25.5","27.66","26.81","25.83","24.82","24.07","21.44","17.12","14.0"
"122","1972","3","Gujarat","Amreli","11.97","14.02","19.64","23.75","27.36","27.76","26.39","25.23","24.0","22.66","17.81","14.93"
"122","1973","3","Gujarat","Amreli","11.88","16.38","20.1","25.8","28.54","27.75","25.48","24.6","23.6","22.48","16.98","14.53"
"122","1974","3","Gujarat","Amreli","11.84","14.44","20.53","25.43","27.31","27.59","26.91","25.42","24.89","23.7","16.47","14.26"
"122","1975","3","Gujarat","Amreli","11.71","15.3","18.94","24.7","27.59","27.1","26.02","24.97","23.79","23.01","16.79","13.24"
"122","1976","3","Gujarat","Amreli","12.81","15.4","19.56","24.11","27.22","27.07","26.19","24.6","23.56","22.43","20.67","15.68"
"122","1977","3","Gujarat","Amreli","13.12","16.5","21.93","25.98","28.19","27.24","25.93","25.32","24.09","22.91","21.54","16.01"
"122","1978","3","Gujarat","Amreli","13.3","16.45","19.69","25.24","28.2","27.16","25.66","25.06","24.25","22.43","20.14","15.76"
"122","1979","3","Gujarat","Amreli","14.82","15.2","18.98","24.49","26.85","28.34","26.99","24.8","24.73","23.32","21.07","16.65"
"122","1980","3","Gujarat","Amreli","14.6","17.18","21.12","25.45","27.89","26.18","26.08","24.8","24.11","22.73","19.13","14.91"
"122","1981","3","Gujarat","Amreli","13.45","15.67","20.06","24.77","27.64","28.61","26.19","24.83","24.72","22.87","16.86","15.18"
"122","1982","3","Gujarat","Amreli","14.83","16.75","19.25","24.58","27.26","28.17","26.85","25.42","24.56","23.42","19.91","16.08"
"122","1983","3","Gujarat","Amreli","13.18","15.78","19.96","23.3","27.95","28.03","26.55","25.55","24.93","22.42","16.31","14.54"
"122","1984","3","Gujarat","Amreli","12.72","15.12","21.04","26.01","28.3","27.36","25.67","24.06","23.44","22.39","17.16","14.39"
"122","1985","3","Gujarat","Amreli","13.15","15.85","21.03","24.51","27.98","27.64","25.95","24.41","24.32","21.65","17.25","15.25"
"122","1986","3","Gujarat","Amreli","13.69","16.41","20.22","25.04","28.17","27.17","26.12","24.02","24.02","21.8","18.75","13.64"
"122","1987","3","Gujarat","Amreli","14.06","16.78","20.77","24.86","27.09","27.88","26.89","25.93","25.11","23.54","19.95","15.86"
"122","1988","3","Gujarat","Amreli","15.04","17.79","20.55","25.92","28.5","28.14","25.54","25.23","24.73","21.9","17.71","14.94"
"122","1989","3","Gujarat","Amreli","12.04","14.78","19.86","23.86","27.3","26.93","25.76","24.66","24.41","21.8","18.95","14.92"
"122","1990","3","Gujarat","Amreli","13.38","16.51","19.72","24.45","28.08","27.56","25.89","24.21","23.86","22.65","19.02","15.62"
"122","1991","3","Gujarat","Amreli","11.82","15.34","19.83","25.13","27.94","27.75","25.77","24.29","23.58","21.01","18.54","14.78"
"122","1992","3","Gujarat","Amreli","12.66","15.18","19.62","23.9","28.04","28.77","26.58","25.1","23.51","22.78","18.47","15.31"
"122","1993","3","Gujarat","Amreli","13.74","16.29","20.21","24.64","28.48","28.7","26.75","25.98","24.96","23.86","19.86","15.62"
"122","1994","3","Gujarat","Amreli","14.23","16.04","21.12","24.81","28.28","27.78","25.48","25.1","24.32","22.65","19.0","13.84"
"122","1995","3","Gujarat","Amreli","12.4","16.82","19.92","23.98","28.17","28.85","26.7","25.66","24.75","23.67","17.74","15.05"
"122","1996","3","Gujarat","Amreli","14.19","17.01","21.67","25.0","28.16","27.83","26.62","24.89","24.1","22.32","16.81","14.92"
"122","1997","3","Gujarat","Amreli","12.6","15.04","20.32","24.0","27.3","26.97","26.89","25.42","24.64","21.88","20.27","15.65"
"122","1998","3","Gujarat","Amreli","13.98","16.1","20.02","26.09","29.25","28.6","26.8","25.8","25.15","23.85","19.25","15.36"
"122","1999","3","Gujarat","Amreli","12.81","17.53","20.75","25.61","27.94","27.52","26.38","25.22","24.88","22.59","18.48","14.45"
"122","2000","3","Gujarat","Amreli","13.89","15.76","19.46","25.41","27.91","27.8","26.09","25.35","24.49","23.93","18.43","15.21"
"122","2001","3","Gujarat","Amreli","13.22","16.34","20.1","25.23","27.35","27.35","25.13","24.89","25.08","23.29","18.89","15.79"
"122","2002","3","Gujarat","Amreli","13.01","16.32","21.05","25.83","28.73","27.75","27.33","25.07","24.73","24.25","19.36","16.15"
"122","2003","3","Gujarat","Amreli","14.91","17.2","20.41","25.52","27.92","27.5","25.82","25.0","24.2","22.89","19.04","14.53"
"122","2004","3","Gujarat","Amreli","13.54","16.46","22.27","25.5","28.07","27.46","26.56","24.56","24.8","21.8","19.63","16.02"
"122","2005","3","Gujarat","Amreli","12.55","15.6","20.54","25.3","28.09","27.95","26.77","24.68","23.92","22.44","17.96","13.94"
"122","2006","3","Gujarat","Amreli","13.73","18.62","20.19","24.71","28.37","27.48","25.87","24.25","24.48","23.09","18.73","15.53"
"122","2007","3","Gujarat","Amreli","13.89","17.42","20.75","26.09","28.2","27.4","26.42","24.88","24.73","22.58","18.94","14.83"
"122","2008","3","Gujarat","Amreli","12.17","14.19","20.76","25.12","27.56","26.72","25.58","24.46","24.17","23.08","18.67","16.25"
"122","2009","3","Gujarat","Amreli","14.55","17.33","21.36","26.46","28.14","28.11","25.83","26.18","25.4","22.36","18.95","15.77"
"122","2010","3","Gujarat","Amreli","14.44","17.14","21.95","26.71","29.75","28.41","25.66","25.03","24.3","23.76","18.98","13.53"
"122","2011","3","Gujarat","Amreli","12.7","16.28","20.8","25.34","27.8","27.64","26.12","25.05","24.14","23.03","19.59","15.49"
"122","2012","3","Gujarat","Amreli","12.32","15.34","19.7","25.0","27.41","27.93","27.21","25.66","24.15","22.8","17.87","16.18"
"122","2013","3","Gujarat","Amreli","12.91","16.63","20.65","24.77","28.68","26.77","25.22","24.73","24.65","22.66","18.14","13.99"
"122","2014","3","Gujarat","Amreli","18.95","15.56","19.75","24.89","28.81","28.5","26.88","25.66","24.59","23.36","20.11","14.71"
"122","2015","3","Gujarat","Amreli","18.95","15.56","19.75","24.89","28.81","28.5","26.88","25.66","24.59","23.36","19.94","15.19"
"123","1958","3","Gujarat","Banaskantha","11.78","12.49","18.64","23.88","26.89","27.47","26.22","25.8","24.59","19.96","14.38","12.12"
"123","1959","3","Gujarat","Banaskantha","9.99","11.76","18.23","23.0","26.99","27.67","25.12","24.27","23.83","20.75","13.6","10.49"
"123","1960","3","Gujarat","Banaskantha","9.29","12.21","17.0","21.51","25.62","26.93","25.61","24.64","24.4","19.74","13.1","11.16"
"123","1961","3","Gujarat","Banaskantha","10.34","10.92","18.72","21.54","26.25","26.26","25.3","25.24","24.06","19.39","14.11","9.41"
"123","1962","3","Gujarat","Banaskantha","7.8","12.61","17.55","22.52","26.47","26.63","25.72","24.59","24.09","17.5","13.61","11.34"
"123","1963","3","Gujarat","Banaskantha","9.23","12.96","17.67","22.46","25.95","27.27","25.89","25.17","23.39","20.13","15.84","11.1"
"123","1964","3","Gujarat","Banaskantha","7.45","11.4","18.65","23.3","26.11","26.4","25.51","24.74","23.68","18.81","12.23","9.69"
"123","1965","3","Gujarat","Banaskantha","11.88","12.42","17.34","21.6","25.69","26.94","25.63","24.32","23.64","20.48","14.6","10.14"
"123","1966","3","Gujarat","Banaskantha","10.95","14.31","16.48","21.87","25.97","27.03","25.79","24.64","23.52","20.2","15.41","9.2"
"123","1967","3","Gujarat","Banaskantha","7.34","12.45","18.05","21.62","25.69","26.2","25.75","24.68","23.7","19.13","15.02","12.44"
"123","1968","3","Gujarat","Banaskantha","9.48","10.45","17.14","21.51","24.92","27.57","26.28","24.54","23.57","19.75","14.1","10.79"
"123","1969","3","Gujarat","Banaskantha","11.15","12.71","20.37","22.82","26.54","27.61","26.3","24.52","24.82","20.04","16.62","10.88"
"123","1970","3","Gujarat","Banaskantha","10.78","12.87","18.03","23.36","27.5","27.19","25.3","24.92","24.05","20.2","12.22","9.22"
"123","1971","3","Gujarat","Banaskantha","9.65","11.21","16.69","23.93","26.17","27.17","25.48","24.79","24.18","19.81","13.65","10.03"
"123","1972","3","Gujarat","Banaskantha","9.5","9.55","17.95","21.85","26.12","27.28","26.06","25.45","22.95","19.68","13.89","10.91"
"123","1973","3","Gujarat","Banaskantha","8.84","13.27","17.88","23.7","27.24","27.76","25.16","24.72","23.77","19.59","12.61","10.24"
"123","1974","3","Gujarat","Banaskantha","8.76","10.51","18.75","23.23","26.11","27.02","26.82","25.68","24.77","21.53","12.8","10.49"
"123","1975","3","Gujarat","Banaskantha","9.04","11.7","16.57","22.3","26.58","26.65","25.59","25.14","24.44","20.54","12.24","10.01"
"123","1976","3","Gujarat","Banaskantha","10.68","12.6","18.09","21.91","26.2","26.9","25.74","24.1","22.86","19.8","16.77","11.64"
"123","1977","3","Gujarat","Banaskantha","9.72","13.37","19.17","23.84","27.0","26.8","25.25","24.73","23.88","20.74","17.18","12.04"
"123","1978","3","Gujarat","Banaskantha","9.75","12.93","17.92","23.39","27.29","27.22","24.96","24.93","24.11","20.09","16.21","11.45"
"123","1979","3","Gujarat","Banaskantha","11.26","12.2","16.94","22.29","25.57","28.2","26.62","24.27","23.93","20.78","17.93","12.99"
"123","1980","3","Gujarat","Banaskantha","10.55","13.39","18.66","23.17","26.93","26.81","26.36","24.78","24.05","20.96","15.31","11.31"
"123","1981","3","Gujarat","Banaskantha","11.11","12.64","18.56","23.25","26.53","28.09","26.19","24.59","24.78","20.4","13.47","11.25"
"123","1982","3","Gujarat","Banaskantha","11.69","13.04","17.15","22.56","25.86","27.49","26.27","25.15","23.85","21.38","16.11","12.05"
"123","1983","3","Gujarat","Banaskantha","10.3","11.93","17.53","21.3","26.48","27.84","25.98","25.27","25.01","20.06","12.19","10.96"
"123","1984","3","Gujarat","Banaskantha","9.7","10.16","18.49","23.77","26.73","27.43","25.37","23.85","22.86","18.7","13.28","10.84"
"123","1985","3","Gujarat","Banaskantha","10.5","12.43","19.11","22.58","27.0","27.32","25.92","24.46","23.96","19.81","14.59","12.48"
"123","1986","3","Gujarat","Banaskantha","11.08","13.02","18.45","23.27","26.98","27.54","25.93","23.67","23.74","20.36","15.27","9.49"
"123","1987","3","Gujarat","Banaskantha","11.35","13.66","19.31","23.08","26.14","27.95","26.53","25.97","24.9","21.6","15.22","11.71"
"123","1988","3","Gujarat","Banaskantha","12.24","14.51","18.62","24.15","27.78","28.11","26.04","25.18","25.16","20.16","14.39","11.63"
"123","1989","3","Gujarat","Banaskantha","9.47","11.53","18.15","21.86","26.14","26.74","25.01","24.37","23.97","19.65","15.31","11.64"
"123","1990","3","Gujarat","Banaskantha","11.16","13.75","17.96","22.98","27.39","27.49","25.9","24.46","24.26","19.95","15.0","11.49"
"123","1991","3","Gujarat","Banaskantha","9.62","12.36","18.71","22.94","27.0","28.36","25.67","24.98","23.59","18.77","15.01","11.84"
"123","1992","3","Gujarat","Banaskantha","10.58","11.93","18.2","22.15","26.89","28.76","26.34","25.2","23.11","20.85","14.96","12.5"
"123","1993","3","Gujarat","Banaskantha","11.51","13.59","18.59","23.14","27.59","28.39","26.36","25.65","25.68","21.8","15.95","11.97"
"123","1994","3","Gujarat","Banaskantha","12.59","12.96","19.52","22.81","27.63","27.93","25.48","25.09","23.88","19.75","15.51","10.73"
"123","1995","3","Gujarat","Banaskantha","10.34","13.86","18.24","22.67","27.65","28.86","26.51","26.1","24.96","21.8","14.43","12.2"
"123","1996","3","Gujarat","Banaskantha","11.52","13.82","20.82","23.09","26.86","27.76","26.27","24.74","24.44","20.88","13.09","10.45"
"123","1997","3","Gujarat","Banaskantha","9.82","12.13","18.84","21.96","25.68","25.88","26.43","24.95","24.35","18.5","16.65","12.08"
"123","1998","3","Gujarat","Banaskantha","10.85","12.91","18.28","24.45","27.91","28.02","26.56","25.91","25.57","21.42","15.57","11.14"
"123","1999","3","Gujarat","Banaskantha","10.15","14.14","18.52","23.25","27.07","27.05","26.03","24.72","25.23","21.05","15.33","11.07"
"123","2000","3","Gujarat","Banaskantha","10.95","12.17","17.73","24.2","27.2","27.83","25.66","25.36","24.34","21.29","15.17","11.0"
"123","2001","3","Gujarat","Banaskantha","10.73","13.93","19.09","23.63","27.06","26.52","24.65","25.06","25.63","22.18","16.14","12.78"
"123","2002","3","Gujarat","Banaskantha","10.74","13.19","20.04","24.72","28.13","28.21","26.4","25.57","24.83","22.52","16.41","12.84"
"123","2003","3","Gujarat","Banaskantha","11.74","13.77","18.84","24.26","27.17","27.14","25.24","24.91","23.74","21.03","15.68","11.38"
"123","2004","3","Gujarat","Banaskantha","11.12","13.86","20.98","23.91","27.14","26.6","26.34","24.62","25.16","19.42","16.14","12.71"
"123","2005","3","Gujarat","Banaskantha","9.54","12.56","18.86","22.39","26.91","27.9","26.27","25.1","24.32","20.34","15.22","10.19"
"123","2006","3","Gujarat","Banaskantha","11.03","16.45","18.16","23.12","27.19","27.31","26.0","23.97","24.37","20.91","15.65","11.93"
"123","2007","3","Gujarat","Banaskantha","11.16","14.69","18.28","24.23","27.22","27.64","26.36","25.43","24.76","20.18","16.04","11.08"
"123","2008","3","Gujarat","Banaskantha","9.72","11.0","19.79","23.01","26.27","27.36","26.75","24.51","24.45","21.4","15.6","13.41"
"123","2009","3","Gujarat","Banaskantha","12.1","14.69","19.55","23.79","27.46","28.36","26.3","26.2","25.21","20.93","15.46","12.39"
"123","2010","3","Gujarat","Banaskantha","11.51","14.0","20.99","24.93","28.95","29.01","26.59","25.32","24.13","21.42","14.44","10.01"
"123","2011","3","Gujarat","Banaskantha","9.82","13.31","19.18","23.46","26.89","28.17","26.22","25.11","23.28","20.48","16.85","11.65"
"123","2012","3","Gujarat","Banaskantha","9.6","11.77","17.79","23.21","27.14","27.69","26.74","25.08","23.75","20.63","14.6","11.97"
"123","2013","3","Gujarat","Banaskantha","10.2","13.44","18.88","22.43","27.5","26.57","25.44","24.91","24.68","19.64","13.89","10.76"
"123","2014","3","Gujarat","Banaskantha","18.35","12.48","18.17","23.02","26.86","29.42","27.45","25.77","23.69","21.21","16.78","11.29"
"123","2015","3","Gujarat","Banaskantha","18.35","12.48","18.17","23.02","26.86","29.42","27.45","25.77","23.69","21.21","15.97","10.97"
"124","1958","3","Gujarat","Bharuch","13.72","14.84","18.93","23.59","26.95","27.58","25.63","25.54","23.8","21.33","17.01","14.34"
"124","1959","3","Gujarat","Bharuch","13.13","14.53","19.02","23.44","27.13","27.02","24.43","24.46","23.44","21.57","16.49","13.72"
"124","1960","3","Gujarat","Bharuch","11.95","14.57","18.18","22.16","25.95","26.33","25.7","24.17","24.19","21.03","16.04","14.47"
"124","1961","3","Gujarat","Bharuch","12.85","13.08","19.39","22.29","26.02","25.8","24.93","24.97","23.3","20.63","16.76","12.44"
"124","1962","3","Gujarat","Bharuch","10.11","14.16","18.0","22.55","26.17","26.72","25.24","24.72","23.51","19.32","16.4","14.34"
"124","1963","3","Gujarat","Bharuch","12.26","14.82","18.47","22.15","25.69","26.38","25.34","24.36","23.02","21.38","17.68","13.79"
"124","1964","3","Gujarat","Bharuch","10.46","13.27","18.73","23.28","25.94","25.87","24.86","24.29","23.48","20.73","15.43","12.24"
"124","1965","3","Gujarat","Bharuch","13.58","14.42","17.89","21.91","25.61","26.54","25.21","24.73","23.6","20.9","16.27","13.47"
"124","1966","3","Gujarat","Bharuch","12.93","15.63","17.49","22.0","25.59","26.93","25.99","24.97","23.51","21.69","18.23","13.09"
"124","1967","3","Gujarat","Bharuch","10.85","14.41","19.04","21.95","25.86","26.0","25.43","24.72","23.6","20.83","16.36","15.57"
"124","1968","3","Gujarat","Bharuch","11.67","13.21","17.96","21.54","24.96","27.03","25.7","24.49","24.02","20.41","16.11","13.17"
"124","1969","3","Gujarat","Bharuch","13.03","14.77","19.83","23.05","26.69","27.01","25.65","24.32","24.06","20.85","18.9","13.29"
"124","1970","3","Gujarat","Bharuch","12.48","14.92","18.55","23.49","26.98","25.9","25.36","24.77","23.51","21.41","14.49","10.78"
"124","1971","3","Gujarat","Bharuch","11.94","13.07","17.54","23.6","26.18","26.47","25.58","24.97","23.9","20.92","15.45","11.95"
"124","1972","3","Gujarat","Bharuch","11.28","12.81","18.77","21.94","25.87","27.11","25.78","25.06","23.51","21.44","15.88","13.74"
"124","1973","3","Gujarat","Bharuch","11.31","15.06","18.73","24.15","27.26","27.12","24.65","24.36","23.2","21.38","14.99","13.18"
"124","1974","3","Gujarat","Bharuch","11.04","13.05","19.16","23.48","25.71","26.84","26.33","25.14","24.69","22.68","14.75","12.81"
"124","1975","3","Gujarat","Bharuch","10.83","13.93","17.52","22.84","26.18","26.18","25.21","24.73","23.44","21.97","14.87","11.51"
"124","1976","3","Gujarat","Bharuch","12.07","14.21","18.2","22.25","25.72","26.08","25.39","24.25","23.08","21.4","19.39","14.52"
"124","1977","3","Gujarat","Bharuch","12.29","15.22","20.42","23.9","26.48","26.29","25.16","24.98","23.64","21.82","19.97","14.25"
"124","1978","3","Gujarat","Bharuch","12.22","15.07","18.23","23.34","26.91","26.29","24.95","24.87","24.21","21.5","18.89","14.3"
"124","1979","3","Gujarat","Bharuch","14.24","13.88","17.63","22.49","25.36","27.74","26.29","24.55","24.42","22.77","20.07","15.33"
"124","1980","3","Gujarat","Bharuch","13.85","15.66","19.77","23.37","26.68","25.21","25.75","24.64","24.1","22.26","18.17","13.66"
