"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"1006","2006","3","Gujarat","Porbandar","-1.0","751.0","1174.0","1031.0","712.0","729.0","617.0","-1.0","2334.0","1980.0","2100.0","2687.0","1608.0","1625.0","-1.0","1551.0","1850.0"
"1006","2007","3","Gujarat","Porbandar","-1.0","816.0","1020.0","884.0","679.0","783.0","662.0","-1.0","2018.0","2003.0","2415.0","-1.0","1873.0","1905.0","-1.0","1486.0","2700.0"
"1006","2008","3","Gujarat","Porbandar","-1.0","901.0","974.0","906.0","602.0","208.0","809.0","-1.0","1850.0","1778.0","2083.0","5548.0","2018.0","2236.0","-1.0","-1.0","2056.0"
"1006","2009","3","Gujarat","Porbandar","-1.0","1065.0","1329.0","1786.0","860.0","956.0","1068.0","-1.0","2059.0","4515.0","2985.0","5812.0","2155.0","2296.0","-1.0","1942.0","3068.0"
"1006","2010","3","Gujarat","Porbandar","-1.0","-1.0","1403.0","2221.0","855.0","-1.0","-1.0","-1.0","2025.0","3638.0","3412.0","5112.0","2345.0","3250.0","-1.0","-1.0","-1.0"
"1006","2011","3","Gujarat","Porbandar","-1.0","-1.0","1138.0","1433.0","901.0","-1.0","-1.0","-1.0","2624.0","2062.0","3601.0","4925.0","-1.0","3815.0","-1.0","-1.0","-1.0"
"1006","2012","3","Gujarat","Porbandar","-1.0","-1.0","1527.0","1666.0","1089.0","-1.0","-1.0","-1.0","3790.0","-1.0","4544.0","7973.0","3285.0","3121.0","-1.0","-1.0","-1.0"
"1006","2013","3","Gujarat","Porbandar","-1.0","-1.0","1850.0","1900.0","1289.0","-1.0","-1.0","-1.0","3053.0","6158.0","3700.0","11676.0","-1.0","3281.0","-1.0","-1.0","-1.0"
"1006","2014","3","Gujarat","Porbandar","-1.0","-1.0","1550.0","1825.0","1265.0","750.0","-1.0","-1.0","3767.0","-1.0","3900.0","11467.0","3500.0","4255.0","-1.0","-1.0","-1.0"
"1006","2015","3","Gujarat","Porbandar","-1.0","-1.0","1550.0","1825.0","1280.0","750.0","-1.0","-1.0","3767.0","-1.0","3900.0","11467.0","7500.0","4255.0","-1.0","-1.0","-1.0"
"1006","2016","3","Gujarat","Porbandar","-1.0","-1.0","1733.0","1567.0","-1.0","-1.0","-1.0","-1.0","4250.0","-1.0","4250.0","7167.0","-1.0","5817.0","-1.0","-1.0","4833.0"
"2001","2007","3","Gujarat","Tapi","-1.0","816.0","1047.0","973.0","705.0","702.0","662.0","-1.0","1975.0","2062.0","2055.0","-1.0","2305.0","2188.0","-1.0","1545.0","2700.0"
"2001","2008","3","Gujarat","Tapi","-1.0","785.0","1046.0","797.0","880.0","655.0","809.0","-1.0","2215.0","2567.0","2613.0","6337.0","2530.0","1430.0","-1.0","-1.0","2056.0"
"2001","2009","3","Gujarat","Tapi","-1.0","827.0","1110.0","897.0","790.0","956.0","1068.0","-1.0","1952.0","3392.0","2025.0","4869.0","2070.0","1750.0","-1.0","1942.0","3550.0"
"2001","2010","3","Gujarat","Tapi","-1.0","1010.0","1264.0","1081.0","-1.0","-1.0","-1.0","-1.0","-1.0","3293.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4025.0"
"2001","2011","3","Gujarat","Tapi","-1.0","-1.0","-1.0","1322.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2001","2012","3","Gujarat","Tapi","-1.0","1218.0","1422.0","1375.0","-1.0","-1.0","-1.0","-1.0","3350.0","3841.0","4958.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2001","2013","3","Gujarat","Tapi","-1.0","1245.0","1485.0","1435.0","-1.0","-1.0","-1.0","-1.0","3380.0","3844.0","4960.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2001","2014","3","Gujarat","Tapi","-1.0","1270.0","1475.0","1602.0","-1.0","1097.0","-1.0","-1.0","2970.0","4868.0","3508.0","10127.0","3802.0","-1.0","-1.0","-1.0","-1.0"
"2001","2015","3","Gujarat","Tapi","-1.0","1270.0","1475.0","1602.0","-1.0","1097.0","-1.0","-1.0","2970.0","4868.0","3758.0","10127.0","3802.0","-1.0","-1.0","-1.0","-1.0"
"2001","2016","3","Gujarat","Tapi","-1.0","1288.0","1987.0","1541.0","1387.0","1010.0","-1.0","-1.0","6116.0","4379.0","4246.0","-1.0","-1.0","-1.0","-1.0","-1.0","5646.0"
