"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"121","1990","3","Gujarat","Ahmedabad","59.9","106.1","1771.0","71.5","94.0","1315.0","37.0","12.6","341.0","0.0","0.0","0.0","37.0","12.6","341.0","72.4","58.3","805.0","0.8","1.1","1375.0","0.0","0.0","0.0","1.4","1.7","1214.0","17.7","9.8","554.0","4.4","3.8","864.0","7.5","3.7","493.0","1.1","1.0","909.0","7.0","1.0","143.0","8.0","6.5","813.0","1.6","1.2","750.0","18.3","26.9","1470.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","500.0","41.4","41.1","993.0","0.4","2.6","6500.0","111.7","32.91","295.0","2.5","6.0","8.5","1.3","0.1","89.21"
"121","1991","3","Gujarat","Ahmedabad","73.4","49.6","676.0","75.7","79.5","1050.0","29.6","2.2","74.0","0.0","0.0","0.0","29.6","2.2","74.0","60.7","27.9","460.0","1.2","1.2","1000.0","0.0","0.0","0.0","0.8","1.0","1250.0","12.1","3.9","322.0","5.4","3.2","593.0","8.3","2.8","337.0","0.6","0.3","500.0","4.7","1.0","213.0","7.7","8.0","1039.0","1.4","1.4","1000.0","20.3","23.0","1133.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","38.8","37.3","961.0","0.6","4.2","7000.0","146.5","19.92","136.0","2.9","7.8","10.7","1.5","0.0","99.94"
"121","1992","3","Gujarat","Ahmedabad","69.9","82.8","1185.0","79.6","81.2","1020.0","37.4","4.2","112.0","0.0","0.0","0.0","37.4","4.2","112.0","62.6","92.5","1478.0","0.3","0.4","1333.0","0.0","0.0","0.0","0.6","0.6","1000.0","16.7","9.0","539.0","5.7","4.8","842.0","9.2","5.9","641.0","0.3","0.3","1000.0","7.3","4.1","562.0","8.8","12.4","1409.0","1.6","1.5","938.0","19.1","23.0","1204.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1000.0","42.4","46.0","1085.0","0.7","5.0","7143.0","152.9","24.74","162.0","3.0","8.1","11.1","2.4","0.2","93.82"
"121","1993","3","Gujarat","Ahmedabad","74.0","104.3","1409.0","83.3","88.1","1058.0","40.1","11.1","277.0","0.0","0.0","0.0","40.1","11.1","277.0","57.0","30.1","528.0","0.5","0.5","1000.0","0.1","0.1","1000.0","0.9","0.9","1000.0","10.3","5.1","495.0","5.6","5.1","911.0","7.4","3.4","459.0","0.4","0.2","500.0","6.7","0.7","104.0","9.4","10.6","1128.0","1.2","1.0","833.0","22.0","29.5","1341.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.3","42.9","1039.0","0.7","5.3","7571.0","152.3","30.41","200.0","2.7","6.9","9.6","1.3","0.0","88.48"
"121","1994","3","Gujarat","Ahmedabad","84.0","192.0","2286.0","138.0","134.0","971.0","30.0","16.0","533.0","0.0","0.0","0.0","30.0","16.0","533.0","53.0","36.0","679.0","1.0","1.0","1000.0","0.04","-1.0","-1.0","0.0","0.0","0.0","18.0","10.0","556.0","5.57","-1.0","-1.0","7.43","-1.0","-1.0","0.0","0.0","0.0","6.0","1.0","167.0","8.0","9.0","1125.0","0.0","0.0","0.0","21.25","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","38.0","1000.0","1.0","4.0","4000.0","119.3","-1.0","-1.0","5.11","6.75","11.86","2.35","0.0","90.03"
"121","1995","3","Gujarat","Ahmedabad","76.2","90.3","1185.0","109.8","87.6","798.0","32.0","18.9","591.0","0.0","0.0","0.0","32.0","18.9","591.0","55.4","50.6","913.0","1.2","1.2","1000.0","0.0","0.0","0.0","0.8","0.8","1000.0","18.6","7.2","387.0","4.8","3.44","717.0","6.7","3.86","576.0","0.6","0.3","500.0","6.6","3.1","470.0","7.4","7.7","1041.0","0.0","0.0","0.0","20.1","23.7","1179.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.54","35.6","974.0","0.7","5.3","7571.0","141.1","25.89","183.0","3.45","6.46","9.91","1.4","0.0","80.56"
"121","1996","3","Gujarat","Ahmedabad","58.0","52.6","907.0","91.9","111.7","1215.0","40.9","36.7","897.0","1.6","1.4","875.0","42.5","38.1","896.0","49.4","68.9","1395.0","0.5","0.7","1400.0","0.0","0.0","0.0","0.0","0.0","0.0","13.7","8.1","591.0","2.9","2.7","931.0","4.7","2.6","553.0","0.5","0.6","1200.0","6.8","2.1","309.0","9.1","10.3","1132.0","0.0","0.0","0.0","23.4","35.1","1500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.8","48.1","1209.0","0.6","3.9","6500.0","151.5","32.13","212.0","2.82","7.75","10.57","2.4","0.0","81.99"
"121","1997","3","Gujarat","Ahmedabad","79.4","122.9","1548.0","107.1","108.0","1008.0","42.5","33.5","788.0","2.0","1.7","850.0","44.5","35.2","791.0","49.1","60.1","1224.0","1.7","2.7","1588.0","0.0","0.0","0.0","0.8","0.7","875.0","17.1","8.5","497.0","4.6","3.3","717.0","6.5","4.0","615.0","0.7","1.0","1429.0","8.5","6.1","718.0","5.0","5.5","1100.0","0.0","0.0","0.0","23.5","34.5","1468.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.2","52.4","1213.0","0.7","5.0","7143.0","163.9","33.35","203.0","3.5","8.8","12.3","1.9","0.1","115.7"
"121","1998","3","Gujarat","Ahmedabad","76.1","110.3","1449.0","86.7","105.7","1219.0","58.4","48.2","825.0","2.5","2.0","800.0","60.9","50.2","824.0","50.9","64.7","1271.0","1.7","3.0","1765.0","0.0","0.0","0.0","1.5","1.3","867.0","19.7","10.5","533.0","4.5","4.2","933.0","6.1","3.1","508.0","0.8","1.1","1375.0","8.4","5.4","643.0","4.7","5.0","1064.0","0.0","0.0","0.0","24.5","59.7","2437.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.8","78.9","1723.0","0.7","4.9","7000.0","179.2","53.36","298.0","3.6","10.7","14.3","1.7","0.0","124.1"
"121","1999","3","Gujarat","Ahmedabad","76.9","82.3","1070.0","89.9","104.3","1160.0","67.0","89.4","1334.0","0.0","0.0","0.0","67.0","89.4","1334.0","48.3","54.1","1120.0","1.4","1.9","1357.0","0.0","0.0","0.0","0.0","0.0","0.0","11.7","4.5","385.0","4.4","3.5","795.0","6.5","3.1","477.0","1.6","1.1","688.0","8.0","3.8","475.0","8.1","7.7","951.0","0.0","0.0","0.0","31.5","58.7","1863.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.76","57.2","1439.0","0.7","4.6","6571.0","178.6","36.65","205.0","3.7","11.9","15.6","2.5","0.0","124.5"
"121","2000","3","Gujarat","Ahmedabad","80.9","35.7","441.0","44.2","55.0","1244.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.5","27.0","885.0","0.1","0.1","1000.0","0.0","0.0","0.0","0.5","0.5","1000.0","5.6","1.0","179.0","3.0","1.0","333.0","4.6","1.7","370.0","0.1","0.1","1000.0","5.4","0.8","148.0","13.2","13.7","1038.0","0.1","0.1","1000.0","13.2","13.7","1038.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","20.9","16.9","809.0","0.6","4.3","7167.0","208.9","20.35","97.0","2.1","6.2","8.3","0.2","0.1","111.9"
"121","2001","3","Gujarat","Ahmedabad","78.4","134.9","1721.0","67.0","67.1","1001.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.7","35.8","1205.0","0.1","0.2","2000.0","0.0","0.0","0.0","0.3","0.4","1333.0","11.5","3.8","330.0","3.5","2.2","629.0","4.9","2.3","469.0","0.1","0.1","1000.0","6.7","3.8","567.0","1.6","1.5","938.0","0.1","0.1","1000.0","10.9","12.3","1128.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.4","19.1","893.0","0.6","4.3","7167.0","187.0","18.07","97.0","2.1","6.6","8.7","0.1","0.2","113.5"
"121","2002","3","Gujarat","Ahmedabad","66.9","55.4","828.0","82.1","94.8","1155.0","0.1","0.1","1000.0","0.0","0.0","0.0","0.1","0.1","1000.0","37.8","40.4","1069.0","0.1","0.2","2000.0","0.0","0.0","0.0","0.3","0.3","1000.0","12.1","4.1","339.0","2.8","1.8","643.0","4.0","1.7","425.0","0.1","0.1","1000.0","12.7","5.7","449.0","2.2","2.1","955.0","0.0","0.0","0.0","10.4","8.9","856.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","26.2","17.3","660.0","0.3","2.1","7000.0","199.2","22.68","114.0","2.1","6.8","8.9","0.1","0.2","91.5"
"121","2003","3","Gujarat","Ahmedabad","83.2","197.6","2375.0","121.4","182.6","1504.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.3","36.1","1153.0","0.7","1.2","1714.0","0.0","0.0","0.0","0.0","0.0","0.0","17.9","7.2","402.0","2.6","2.3","885.0","6.1","3.7","607.0","0.1","0.3","3000.0","15.3","8.0","523.0","2.5","3.4","1360.0","0.0","0.0","0.0","5.7","7.7","1351.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","23.6","19.4","822.0","0.3","2.2","7333.0","168.0","41.87","249.0","6.77","11.07","17.84","0.0","0.0","86.4"
"121","2004","3","Gujarat","Ahmedabad","79.0","176.2","2230.0","124.3","218.0","1754.0","1.4","1.3","929.0","0.0","0.0","0.0","1.4","1.3","929.0","14.7","19.5","1327.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.2","10.8","563.0","1.2","1.2","1000.0","2.2","1.2","545.0","0.1","0.1","1000.0","14.3","2.7","189.0","2.8","4.2","1500.0","0.0","0.0","0.0","9.1","14.1","1549.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.3","21.1","802.0","0.1","0.5","5000.0","189.5","56.56","298.0","7.1","11.01","18.12","0.0","0.0","91.09"
"121","2005","3","Gujarat","Ahmedabad","95.8","238.4","2489.0","108.0","191.9","1777.0","0.8","0.9","1125.0","0.0","0.0","0.0","0.8","0.9","1125.0","22.2","22.8","1027.0","0.2","0.3","1500.0","0.0","0.0","0.0","0.0","0.0","0.0","9.5","6.3","663.0","2.0","1.9","950.0","12.2","7.8","639.0","0.1","0.2","2000.0","10.8","2.8","259.0","2.9","3.4","1172.0","0.0","0.0","0.0","14.5","21.5","1483.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.3","27.9","986.0","0.1","0.9","9000.0","170.3","45.24","266.0","6.58","9.63","16.21","0.0","0.0","95.5"
"121","2006","3","Gujarat","Ahmedabad","100.1","186.9","1867.0","132.4","228.9","1729.0","0.0","0.0","0.0","1.3","1.1","846.0","1.3","1.1","846.0","24.6","19.1","776.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.8","20.2","701.0","1.5","1.3","867.0","6.2","3.1","500.0","0.3","0.4","1333.0","8.4","2.1","250.0","1.9","1.8","947.0","0.0","0.0","0.0","12.8","21.3","1664.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.4","25.6","1094.0","0.0","0.0","0.0","174.8","37.59","215.0","6.34","11.18","17.52","0.0","0.0","96.5"
"121","2007","3","Gujarat","Ahmedabad","108.0","222.7","2062.0","150.2","275.6","1835.0","5.0","6.6","1320.0","0.0","0.0","0.0","5.0","6.6","1320.0","22.4","22.1","987.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.4","14.8","561.0","1.8","2.0","1111.0","5.8","3.5","603.0","0.2","0.4","2000.0","7.7","2.1","273.0","1.5","2.0","1333.0","0.0","0.0","0.0","11.3","17.5","1549.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.7","22.0","1063.0","0.1","0.5","5000.0","185.2","43.67","236.0","6.94","12.0","18.94","1.4","0.6","91.4"
"121","2008","3","Gujarat","Ahmedabad","98.4","181.9","1849.0","140.8","194.6","1382.0","12.8","16.2","1266.0","0.0","0.0","0.0","12.8","16.2","1266.0","16.4","24.4","1488.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.6","11.6","592.0","1.4","1.4","1000.0","11.6","6.1","526.0","0.4","0.6","1500.0","7.1","2.4","338.0","1.6","1.8","1125.0","0.0","0.0","0.0","15.9","28.5","1792.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","33.3","1332.0","0.1","0.4","4000.0","193.9","45.59","235.0","2.93","10.3","13.23","0.0","0.0","-1.0"
"121","2009","3","Gujarat","Ahmedabad","89.0","226.3","2543.0","91.5","209.5","2290.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.6","17.2","1265.0","0.3","0.3","1000.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","4.4","2.5","568.0","1.2","1.0","833.0","9.6","5.5","573.0","0.1","0.1","1000.0","-1.0","-1.0","-1.0","1.1","1.4","1273.0","-1.0","-1.0","-1.0","19.4","26.8","1381.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","25.3","29.6","1170.0","0.1","0.5","5000.0","220.0","61.4","279.0","3.33","-1.0","-1.0","0.0","0.0","-1.0"
"121","2010","3","Gujarat","Ahmedabad","113.5","310.3","2734.0","230.4","547.6","2377.0","0.2","0.2","1000.0","1.0","1.1","1100.0","1.2","1.3","1083.0","14.6","23.0","1575.0","0.1","0.2","2000.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","4.4","3.3","750.0","1.1","1.1","1000.0","13.1","6.9","527.0","0.1","0.1","1000.0","4.8","1.9","396.0","1.2","1.9","1583.0","-1.0","-1.0","-1.0","28.0","54.2","1936.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","85.0","77.09","907.0","0.1","0.7","7000.0","209.2","100.65","481.0","-1.0","-1.0","-1.0","0.0","0.2","-1.0"
"121","2011","3","Gujarat","Ahmedabad","133.1","365.6","2747.0","189.8","473.9","2497.0","0.0","0.0","0.0","9.0","9.6","1067.0","9.0","9.6","1067.0","16.4","27.1","1652.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","29.7","20.8","700.0","1.1","1.2","1091.0","15.5","8.5","548.0","0.2","0.3","1500.0","3.2","1.4","438.0","1.8","2.8","1556.0","-1.0","-1.0","-1.0","36.0","80.7","2242.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","43.1","86.1","1998.0","0.0","0.0","0.0","221.9","66.57","300.0","-1.0","-1.0","-1.0","0.0","0.1","-1.0"
"121","2012","3","Gujarat","Ahmedabad","112.5","225.7","2006.0","178.8","451.1","2523.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","4.5","1731.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","15.7","11.3","720.0","1.0","0.9","900.0","7.1","3.1","437.0","0.1","0.1","1000.0","1.6","0.8","500.0","0.5","0.9","1800.0","-1.0","-1.0","-1.0","52.5","78.8","1501.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","56.1","81.2","1447.0","0.0","0.0","0.0","176.8","51.36","290.0","3.8","34.92","38.72","0.0","0.03","-1.0"
"121","2013","3","Gujarat","Ahmedabad","116.51","276.28","2371.0","170.69","389.53","2282.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.01","5.49","1824.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.28","17.72","919.0","0.9","0.77","856.0","10.22","5.49","537.0","0.07","0.2","2857.0","1.69","0.68","402.0","1.34","2.37","1769.0","0.0","0.0","0.0","40.18","54.91","1367.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.28","58.09","1342.0","0.0","0.0","0.0","177.86","65.74","370.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"121","2014","3","Gujarat","Ahmedabad","125.43","336.41","2682.0","187.64","365.85","1950.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","5.13","1769.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.17","19.48","841.0","0.7","0.76","1086.0","4.33","2.27","524.0","0.07","0.15","2143.0","0.64","0.37","578.0","0.59","1.08","1831.0","0.0","0.0","0.0","47.64","76.49","1606.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.35","76.93","1591.0","0.0","0.0","0.0","159.04","47.94","301.0","-1.0","-1.0","-1.0","1.18","-1.0","-1.0"
"121","2015","3","Gujarat","Ahmedabad","124.29","323.26","2601.0","114.18","274.55","2405.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.34","2.6","1940.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.09","5.61","693.0","1.25","1.54","1232.0","4.85","3.14","647.0","0.13","0.19","1462.0","1.43","0.51","357.0","0.74","1.08","1459.0","0.0","0.0","0.0","57.92","86.93","1501.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","800.0","59.49","87.55","1472.0","0.0","0.0","0.0","131.88","54.36","412.0","-1.0","-1.0","-1.0","-1.0","0.17","-1.0"
"121","2016","3","Gujarat","Ahmedabad","147.77","407.56","2758.0","145.86","327.5","2245.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","-1.0","1.65","4.44","2696.0","0.11","0.22","1991.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","19.63","13.89","708.0","2.35","2.66","1132.0","22.14","11.46","517.0","0.09","0.15","1659.0","1.39","0.74","532.0","0.51","0.91","1770.0","-1.0","-1.0","-1.0","44.37","71.48","1611.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","107.0","43.42","406.0","0.0","-1.0","-1.0","0.05","0.06","-1.0"
"121","2017","3","Gujarat","Ahmedabad","151.84","343.03","2259.0","149.38","322.05","2156.0","-1.0","-1.0","-1.0","0.41","0.54","1322.0","0.41","0.54","1322.0","1.96","4.57","2332.0","1.05","2.37","2269.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","42.97","44.68","1040.0","1.82","2.27","1243.0","21.14","13.76","651.0","0.1","0.25","2442.0","0.89","0.4","451.0","0.47","0.86","1808.0","-1.0","-1.0","-1.0","49.92","90.78","1819.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","1000.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","105.42","49.84","473.0","-1.0","-1.0","-1.0","0.05","0.15","-1.0"
"122","1990","3","Gujarat","Amreli","0.1","0.2","2000.0","20.7","59.7","2884.0","42.7","8.6","201.0","0.3","0.2","667.0","43.0","8.8","205.0","58.7","66.7","1136.0","4.0","5.5","1375.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","600.0","0.0","0.0","0.0","3.7","1.8","486.0","297.7","190.8","641.0","38.1","8.3","218.0","3.9","3.9","1000.0","0.0","0.0","0.0","5.0","8.1","1620.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","344.8","211.2","613.0","6.5","48.8","7508.0","23.2","5.53","238.0","1.2","1.4","2.6","0.0","0.8","23.41"
"122","1991","3","Gujarat","Amreli","0.1","0.1","1000.0","13.1","34.1","2603.0","32.4","3.8","117.0","0.2","0.2","1000.0","32.6","4.0","123.0","55.9","59.4","1063.0","3.1","3.0","968.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.3","750.0","0.0","0.0","0.0","3.7","1.5","405.0","312.9","80.2","256.0","37.5","6.0","160.0","0.9","1.0","1111.0","0.0","0.0","0.0","1.0","1.5","1500.0","0.0","0.0","0.0","0.2","0.1","500.0","0.0","0.0","0.0","352.5","88.8","252.0","6.1","39.7","6508.0","30.0","5.88","196.0","1.3","0.9","2.2","0.0","0.2","20.78"
"122","1992","3","Gujarat","Amreli","0.1","0.1","1000.0","21.4","57.8","2701.0","32.1","17.2","536.0","0.2","0.2","1000.0","32.3","17.4","539.0","60.7","128.0","2109.0","2.8","4.3","1536.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.6","600.0","0.0","0.0","0.0","3.0","1.8","600.0","290.2","325.5","1122.0","46.2","32.5","703.0","1.5","1.6","1067.0","0.0","0.0","0.0","0.8","1.3","1625.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","338.7","360.9","1066.0","6.1","45.8","7508.0","38.4","17.44","454.0","1.4","1.2","2.6","0.0","0.4","24.26"
"122","1993","3","Gujarat","Amreli","0.1","0.1","1000.0","16.5","36.9","2236.0","28.0","7.7","275.0","0.0","0.0","0.0","28.0","7.7","275.0","49.7","33.0","664.0","2.4","2.4","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","1.8","581.0","0.1","0.1","1000.0","2.8","0.6","214.0","323.2","101.4","314.0","38.4","5.1","133.0","2.1","1.8","857.0","0.0","0.0","0.0","0.6","1.0","1667.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","364.5","109.3","300.0","5.2","31.2","6000.0","39.2","12.84","328.0","1.3","1.8","3.1","0.0","1.1","19.33"
"122","1994","3","Gujarat","Amreli","0.0","0.0","0.0","35.4","121.7","3438.0","28.0","4.0","143.0","0.0","0.0","0.0","28.0","4.0","143.0","50.0","75.0","1500.0","3.0","2.0","667.0","0.0","-1.0","0.0","0.0","0.0","0.0","4.0","3.0","750.0","0.08","-1.0","-1.0","3.92","-1.0","-1.0","304.0","285.0","938.0","35.0","14.0","400.0","3.0","4.0","1333.0","0.0","0.0","0.0","1.54","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","343.0","306.0","892.0","5.0","33.0","6600.0","54.27","-1.0","-1.0","2.93","5.5","8.43","0.0","3.05","18.76"
"122","1995","3","Gujarat","Amreli","0.1","0.1","1000.0","21.6","67.9","3144.0","30.4","18.0","592.0","0.0","0.0","0.0","30.4","18.0","592.0","52.4","79.6","1519.0","2.4","2.4","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.2","600.0","0.2","0.14","700.0","4.6","2.16","470.0","278.1","150.3","540.0","36.7","16.3","444.0","1.1","1.2","1091.0","0.0","0.0","0.0","1.9","3.1","1632.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","317.86","170.9","538.0","7.4","57.7","7797.0","68.1","26.23","385.0","8.36","1.67","10.03","0.0","0.6","16.11"
"122","1996","3","Gujarat","Amreli","0.1","0.1","1000.0","28.8","71.6","2486.0","21.9","12.0","548.0","5.8","5.1","879.0","27.7","17.1","617.0","51.7","108.1","2091.0","2.6","4.0","1538.0","0.0","0.0","0.0","0.0","0.0","0.0","23.5","7.6","323.0","1.2","1.1","917.0","7.0","4.5","643.0","265.3","344.2","1297.0","37.7","22.3","592.0","3.0","4.1","1367.0","0.0","0.0","0.0","1.4","3.4","2429.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","307.4","374.0","1217.0","5.8","43.7","7534.0","78.7","36.96","470.0","7.01","2.02","9.04","0.0","0.9","20.73"
"122","1997","3","Gujarat","Amreli","0.0","0.0","0.0","16.6","47.9","2886.0","17.6","6.0","341.0","1.7","1.5","882.0","25.2","9.6","381.0","50.3","100.7","2002.0","3.1","5.2","1677.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.3","619.0","0.2","0.2","1000.0","4.3","2.2","512.0","266.3","224.1","842.0","37.1","17.9","482.0","0.9","1.0","1111.0","0.0","0.0","0.0","1.5","3.5","2333.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","324.7","265.2","817.0","6.1","48.8","8000.0","82.4","41.43","503.0","1.9","1.7","3.6","0.0","0.6","17.2"
"122","1998","3","Gujarat","Amreli","0.0","0.1","0.0","18.6","55.4","2978.0","20.3","3.4","167.0","0.4","0.3","750.0","11.6","3.4","293.0","55.7","106.5","1912.0","2.3","3.9","1696.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","1.3","565.0","0.7","0.7","1000.0","4.7","2.3","489.0","262.1","299.9","1144.0","39.6","19.8","500.0","1.2","1.7","1417.0","0.0","0.0","0.0","2.1","4.1","1952.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","314.5","340.9","1084.0","5.2","32.5","6250.0","83.9","54.62","651.0","1.9","2.3","4.2","0.0","1.3","29.4"
